"age","pathway","disease_type3","riskfactor","V1","V2","V3"
25,"medSBP","DIAB","leg_tot",0,0,0
25,"medSBP","Other_CVD","leg_tot",0,0,0
35,"direct","All_HD","leg_tot",0.00775711185360721,0.00991817924981313,0.00727980140590997
35,"direct","All_STK","leg_tot",0.0332182090497338,0.0346700886025813,0.0304884396163906
35,"direct","Cancer","leg_tot",0.00064141779234862,0.00107959299724346,0.00069581023666232
35,"direct","DIAB","leg_tot",0,0,0
35,"direct","Other_CVD","leg_tot",0,0,0
35,"medBMI","All_HD","leg_tot",0.00989886315094936,0.0101958203716878,0.00644723508565122
35,"medBMI","All_STK","leg_tot",0.00904025728647564,0.00942904911825463,0.0081742752683557
35,"medBMI","Cancer","leg_tot",0.00162906935087502,0.00202637438938282,0.00212381335782196
35,"medBMI","DIAB","leg_tot",0.0251779471116822,0.025017417162658,0.018640796422685
35,"medBMI","Other_CVD","leg_tot",0.00826819604838163,0.00888991949399595,0.00744462875349558
35,"medSBP","All_HD","leg_tot",0,0,0
35,"medSBP","All_STK","leg_tot",0,0,0
35,"medSBP","Cancer","leg_tot",0,0,0
35,"medSBP","DIAB","leg_tot",0,0,0
35,"medSBP","Other_CVD","leg_tot",0,0,0
45,"direct","All_HD","leg_tot",0.00761580030042957,0.00846111016054225,0.00680353377092855
45,"direct","All_STK","leg_tot",0.0306850300452815,0.0345942126346605,0.030238984558832
45,"direct","Cancer","leg_tot",0.00104515657190634,0.00113838594806681,0.000804571518440886
45,"direct","DIAB","leg_tot",0,0,0
45,"direct","Other_CVD","leg_tot",0,0,0
45,"medBMI","All_HD","leg_tot",0.00880260572475493,0.0074521659304162,0.00694611852404351
45,"medBMI","All_STK","leg_tot",0.00807722976627247,0.00697156794426353,0.00722358668639726
45,"medBMI","Cancer","leg_tot",0.002323149473502,0.0024067406342627,0.0021075663826197
45,"medBMI","DIAB","leg_tot",0.020778623277391,0.0234055308261211,0.0194086076843803
45,"medBMI","Other_CVD","leg_tot",0.0079418500784635,0.00812825854826597,0.00579070424038094
45,"medSBP","All_HD","leg_tot",0,0,0
45,"medSBP","All_STK","leg_tot",0,0,0
45,"medSBP","Cancer","leg_tot",0,0,0
45,"medSBP","DIAB","leg_tot",0,0,0
45,"medSBP","Other_CVD","leg_tot",0,0,0
55,"direct","All_HD","leg_tot",0.00509970523775122,0.00468542948755164,0.00739581547936781
55,"direct","All_STK","leg_tot",0.0229061405228715,0.0204540057530877,0.0235056487512399
55,"direct","Cancer","leg_tot",0.000632211633032998,0.000671529940206921,0.000674614620059896
55,"direct","DIAB","leg_tot",0,0,0
55,"direct","Other_CVD","leg_tot",0,0,0
55,"medBMI","All_HD","leg_tot",0.00750627553768288,0.00526401672111275,0.00583841298335986
55,"medBMI","All_STK","leg_tot",0.00637387197584575,0.00475190767554434,0.00531798047459307
55,"medBMI","Cancer","leg_tot",0.00181748660111823,0.00154279000580988,0.00195995403975172
55,"medBMI","DIAB","leg_tot",0.0115585534143088,0.0107268475396872,0.0130157325166999
55,"medBMI","Other_CVD","leg_tot",0.00658517644786935,0.00549004807529774,0.00466030560188727
55,"medSBP","All_HD","leg_tot",0,0,0
55,"medSBP","All_STK","leg_tot",0,0,0
55,"medSBP","Cancer","leg_tot",0,0,0
55,"medSBP","DIAB","leg_tot",0,0,0
55,"medSBP","Other_CVD","leg_tot",0,0,0
65,"direct","All_HD","leg_tot",0.0068152801991767,0.00916985705459981,0.00670358230547666
65,"direct","All_STK","leg_tot",0.0250276539661114,0.0237291837457798,0.0209555460996845
65,"direct","Cancer","leg_tot",0.000923742979927485,0.000946638478681318,0.000980638308819085
65,"direct","DIAB","leg_tot",0,0,0
65,"direct","Other_CVD","leg_tot",0,0,0
65,"medBMI","All_HD","leg_tot",0.00714010579188352,0.00641818812168774,0.00698841741142086
65,"medBMI","All_STK","leg_tot",0.00550639627322367,0.00556020935300243,0.00508197724537821
65,"medBMI","Cancer","leg_tot",0.00215278252007443,0.00155044551585721,0.00185431252641073
65,"medBMI","DIAB","leg_tot",0.0135442406876878,0.0173251034612679,0.0112111102806815
65,"medBMI","Other_CVD","leg_tot",0.00591537057738937,0.00511848702303508,0.00473205219529876
65,"medSBP","All_HD","leg_tot",0,0,0
65,"medSBP","All_STK","leg_tot",0,0,0
65,"medSBP","Cancer","leg_tot",0,0,0
65,"medSBP","DIAB","leg_tot",0,0,0
65,"medSBP","Other_CVD","leg_tot",0,0,0
75,"direct","All_HD","leg_tot",0.00372343903658364,0.00193693263416103,0.00271740457261137
75,"direct","All_STK","leg_tot",0.0126993244452129,0.0157188666140364,0.0132297430493146
75,"direct","Cancer","leg_tot",0.000713894900838729,0.000750197841068436,0.000629249693071355
75,"direct","DIAB","leg_tot",0,0,0
75,"direct","Other_CVD","leg_tot",0,0,0
75,"medBMI","All_HD","leg_tot",0.00436477703791907,0.00479997402923872,0.00446364853028628
75,"medBMI","All_STK","leg_tot",0.0037752867357514,0.00357079591330571,0.00352327690062749
75,"medBMI","Cancer","leg_tot",0.00152903072367375,0.00179238982512314,0.00135598188373747
75,"medBMI","DIAB","leg_tot",0.00828577755058039,0.00808531665105528,0.00963469878759575
75,"medBMI","Other_CVD","leg_tot",0.00339371244779621,0.00455601409936732,0.00382413592418423
75,"medSBP","All_HD","leg_tot",0,0,0
75,"medSBP","All_STK","leg_tot",0,0,0
75,"medSBP","Cancer","leg_tot",0,0,0
75,"medSBP","DIAB","leg_tot",0,0,0
75,"medSBP","Other_CVD","leg_tot",0,0,0
