"race","pathway","disease_type2","riskfactor","V1","V2","V3"
1,"direct","Cancer","dairy_tot",0.0102309735901297,0.00915904936350109,0.00952375944178466
1,"direct","DIAB","dairy_tot",0,0,0
1,"direct","HHD","dairy_tot",0,0,0
1,"direct","HSTK","dairy_tot",0,0,0
1,"direct","IHD","dairy_tot",0,0,0
1,"direct","ISTK","dairy_tot",0,0,0
1,"direct","OSTK","dairy_tot",0,0,0
1,"direct","Other_CVD","dairy_tot",0,0,0
1,"medBMI","Cancer","dairy_tot",0,0,0
1,"medBMI","DIAB","dairy_tot",0,0,0
1,"medBMI","HHD","dairy_tot",0,0,0
1,"medBMI","HSTK","dairy_tot",0,0,0
1,"medBMI","IHD","dairy_tot",0,0,0
1,"medBMI","ISTK","dairy_tot",0,0,0
1,"medBMI","OSTK","dairy_tot",0,0,0
1,"medBMI","Other_CVD","dairy_tot",0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0
1,"medSBP","HHD","dairy_tot",0,0,0
1,"medSBP","HSTK","dairy_tot",0,0,0
1,"medSBP","IHD","dairy_tot",0,0,0
1,"medSBP","ISTK","dairy_tot",0,0,0
1,"medSBP","OSTK","dairy_tot",0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0
2,"direct","Cancer","dairy_tot",0.0148304540267504,0.0150710216507138,0.0161585860936875
2,"direct","DIAB","dairy_tot",0,0,0
2,"direct","HHD","dairy_tot",0,0,0
2,"direct","HSTK","dairy_tot",0,0,0
2,"direct","IHD","dairy_tot",0,0,0
2,"direct","ISTK","dairy_tot",0,0,0
2,"direct","OSTK","dairy_tot",0,0,0
2,"direct","Other_CVD","dairy_tot",0,0,0
2,"medBMI","Cancer","dairy_tot",0,0,0
2,"medBMI","DIAB","dairy_tot",0,0,0
2,"medBMI","HHD","dairy_tot",0,0,0
2,"medBMI","HSTK","dairy_tot",0,0,0
2,"medBMI","IHD","dairy_tot",0,0,0
2,"medBMI","ISTK","dairy_tot",0,0,0
2,"medBMI","OSTK","dairy_tot",0,0,0
2,"medBMI","Other_CVD","dairy_tot",0,0,0
2,"medSBP","Cancer","dairy_tot",0,0,0
2,"medSBP","DIAB","dairy_tot",0,0,0
2,"medSBP","HHD","dairy_tot",0,0,0
2,"medSBP","HSTK","dairy_tot",0,0,0
2,"medSBP","IHD","dairy_tot",0,0,0
2,"medSBP","ISTK","dairy_tot",0,0,0
2,"medSBP","OSTK","dairy_tot",0,0,0
2,"medSBP","Other_CVD","dairy_tot",0,0,0
3,"direct","Cancer","dairy_tot",0.0119630915708014,0.0122928694411731,0.0124588616171168
3,"direct","DIAB","dairy_tot",0,0,0
3,"direct","HHD","dairy_tot",0,0,0
3,"direct","HSTK","dairy_tot",0,0,0
3,"direct","IHD","dairy_tot",0,0,0
3,"direct","ISTK","dairy_tot",0,0,0
3,"direct","OSTK","dairy_tot",0,0,0
3,"direct","Other_CVD","dairy_tot",0,0,0
3,"medBMI","Cancer","dairy_tot",0,0,0
3,"medBMI","DIAB","dairy_tot",0,0,0
3,"medBMI","HHD","dairy_tot",0,0,0
3,"medBMI","HSTK","dairy_tot",0,0,0
3,"medBMI","IHD","dairy_tot",0,0,0
3,"medBMI","ISTK","dairy_tot",0,0,0
3,"medBMI","OSTK","dairy_tot",0,0,0
3,"medBMI","Other_CVD","dairy_tot",0,0,0
3,"medSBP","Cancer","dairy_tot",0,0,0
3,"medSBP","DIAB","dairy_tot",0,0,0
3,"medSBP","HHD","dairy_tot",0,0,0
3,"medSBP","HSTK","dairy_tot",0,0,0
3,"medSBP","IHD","dairy_tot",0,0,0
3,"medSBP","ISTK","dairy_tot",0,0,0
3,"medSBP","OSTK","dairy_tot",0,0,0
3,"medSBP","Other_CVD","dairy_tot",0,0,0
4,"direct","Cancer","dairy_tot",0.0147776722696685,0.0132981470640279,0.0148213639165822
4,"direct","DIAB","dairy_tot",0,0,0
4,"direct","HHD","dairy_tot",0,0,0
4,"direct","HSTK","dairy_tot",0,0,0
4,"direct","IHD","dairy_tot",0,0,0
4,"direct","ISTK","dairy_tot",0,0,0
4,"direct","OSTK","dairy_tot",0,0,0
4,"direct","Other_CVD","dairy_tot",0,0,0
4,"medBMI","Cancer","dairy_tot",0,0,0
4,"medBMI","DIAB","dairy_tot",0,0,0
4,"medBMI","HHD","dairy_tot",0,0,0
4,"medBMI","HSTK","dairy_tot",0,0,0
4,"medBMI","IHD","dairy_tot",0,0,0
4,"medBMI","ISTK","dairy_tot",0,0,0
4,"medBMI","OSTK","dairy_tot",0,0,0
4,"medBMI","Other_CVD","dairy_tot",0,0,0
4,"medSBP","Cancer","dairy_tot",0,0,0
4,"medSBP","DIAB","dairy_tot",0,0,0
4,"medSBP","HHD","dairy_tot",0,0,0
4,"medSBP","HSTK","dairy_tot",0,0,0
4,"medSBP","IHD","dairy_tot",0,0,0
4,"medSBP","ISTK","dairy_tot",0,0,0
4,"medSBP","OSTK","dairy_tot",0,0,0
4,"medSBP","Other_CVD","dairy_tot",0,0,0
1,"direct","Cancer","leg_tot",0.000938985365278456,0.000979285278400923,0.000901925845660135
1,"direct","DIAB","leg_tot",0,0,0
1,"direct","HHD","leg_tot",0,0,0
1,"direct","HSTK","leg_tot",0.0214536056414484,0.0198931153833178,0.0191727391407818
1,"direct","IHD","leg_tot",0.00606115787831103,0.00526370778129655,0.00517243690757494
1,"direct","ISTK","leg_tot",0.0154022650708739,0.0189465968547237,0.0146111111726338
1,"direct","OSTK","leg_tot",0.0189571739233978,0.0209804906806062,0.0161258137045187
1,"direct","Other_CVD","leg_tot",0,0,0
1,"medBMI","Cancer","leg_tot",0.00211807520839655,0.00187068536980719,0.00191252809728598
1,"medBMI","DIAB","leg_tot",0.0133783305539752,0.0147697403050721,0.0131804022584424
1,"medBMI","HHD","leg_tot",0.0129687812231787,0.0104120820200558,0.00837515647589733
1,"medBMI","HSTK","leg_tot",0.00505682991477916,0.00565864250115604,0.00457122800025989
1,"medBMI","IHD","leg_tot",0.00561089000425177,0.00535699182511182,0.00527450579888332
1,"medBMI","ISTK","leg_tot",0.00604189435694551,0.0036817402200568,0.00409119826632448
1,"medBMI","OSTK","leg_tot",0.00463096263178654,0.00461167173404558,0.00435788311316889
1,"medBMI","Other_CVD","leg_tot",0.00478106097271834,0.00535021577213976,0.00438708158526309
1,"medSBP","Cancer","leg_tot",0,0,0
1,"medSBP","DIAB","leg_tot",0,0,0
1,"medSBP","HHD","leg_tot",0,0,0
1,"medSBP","HSTK","leg_tot",0,0,0
1,"medSBP","IHD","leg_tot",0,0,0
1,"medSBP","ISTK","leg_tot",0,0,0
1,"medSBP","OSTK","leg_tot",0,0,0
1,"medSBP","Other_CVD","leg_tot",0,0,0
2,"direct","Cancer","leg_tot",0.000498791389455542,0.000645614477447459,0.000555033459733417
2,"direct","DIAB","leg_tot",0,0,0
2,"direct","HHD","leg_tot",0,0,0
2,"direct","HSTK","leg_tot",0.0214666346411878,0.0201950755004692,0.0242794933583458
2,"direct","IHD","leg_tot",0.00468203480013018,0.00428031513638188,0.00698303254634987
2,"direct","ISTK","leg_tot",0.0119796516266545,0.0126901397525167,0.0213831557269455
2,"direct","OSTK","leg_tot",0.0115231264645331,0.014652713762832,0.0202458332953078
2,"direct","Other_CVD","leg_tot",0,0,0
2,"medBMI","Cancer","leg_tot",0.00156696133579373,0.00163237092532307,0.00175257822217089
2,"medBMI","DIAB","leg_tot",0.0113888365696038,0.0109892999719778,0.0121454676695745
2,"medBMI","HHD","leg_tot",0.00920820481174045,0.00747667276666577,0.00956772475747381
2,"medBMI","HSTK","leg_tot",0.00513625822007191,0.00543728703964433,0.00673212984538304
2,"medBMI","IHD","leg_tot",0.00314903726583053,0.00372901512072931,0.00544510042822895
2,"medBMI","ISTK","leg_tot",0.00306859015790003,0.00336970711781444,0.00442587726861879
2,"medBMI","OSTK","leg_tot",0.00303514956042065,0.00322495667957003,0.00417867064361806
2,"medBMI","Other_CVD","leg_tot",0.00492909183420729,0.00477997452748329,0.00507811038200115
2,"medSBP","Cancer","leg_tot",0,0,0
2,"medSBP","DIAB","leg_tot",0,0,0
2,"medSBP","HHD","leg_tot",0,0,0
2,"medSBP","HSTK","leg_tot",0,0,0
2,"medSBP","IHD","leg_tot",0,0,0
2,"medSBP","ISTK","leg_tot",0,0,0
2,"medSBP","OSTK","leg_tot",0,0,0
2,"medSBP","Other_CVD","leg_tot",0,0,0
3,"direct","Cancer","leg_tot",0.000148260017179932,0.000152069961110792,0.000195364258924625
3,"direct","DIAB","leg_tot",0,0,0
3,"direct","HHD","leg_tot",0,0,0
3,"direct","HSTK","leg_tot",0.00669176526249872,0.00795006074572512,0.0106004266918777
3,"direct","IHD","leg_tot",0.00170934248148609,0.00134938563991342,0.00142280216514266
3,"direct","ISTK","leg_tot",0.00505601506957039,0.0114224031945138,0.00434992348896025
3,"direct","OSTK","leg_tot",0.00480221705251954,0.00733382936710053,0.0050616926900003
3,"direct","Other_CVD","leg_tot",0,0,0
3,"medBMI","Cancer","leg_tot",0.000834435448760244,0.000879455017188493,0.000943065760901327
3,"medBMI","DIAB","leg_tot",0.00438401548031951,0.00514221586895293,0.00401889172308053
3,"medBMI","HHD","leg_tot",0.00365290385478303,0.00557669804026969,0.00305226225690897
3,"medBMI","HSTK","leg_tot",0.0016190952073212,0.00162966811608653,0.0016336453776182
3,"medBMI","IHD","leg_tot",0.00140483384203884,0.00207395735395634,0.00118852207161292
3,"medBMI","ISTK","leg_tot",0.00138891285515945,0.00225172687371897,0.0015776244805832
3,"medBMI","OSTK","leg_tot",0.00120866910011004,0.00126509236165885,0.00132639136450306
3,"medBMI","Other_CVD","leg_tot",0.00180158497362141,0.00250796155440519,0.00158620401509852
3,"medSBP","Cancer","leg_tot",0,0,0
3,"medSBP","DIAB","leg_tot",0,0,0
3,"medSBP","HHD","leg_tot",0,0,0
3,"medSBP","HSTK","leg_tot",0,0,0
3,"medSBP","IHD","leg_tot",0,0,0
3,"medSBP","ISTK","leg_tot",0,0,0
3,"medSBP","OSTK","leg_tot",0,0,0
3,"medSBP","Other_CVD","leg_tot",0,0,0
4,"direct","Cancer","leg_tot",0.000400213747127737,0.000422307090232574,0.000472269730833539
4,"direct","DIAB","leg_tot",0,0,0
4,"direct","HHD","leg_tot",0,0,0
4,"direct","HSTK","leg_tot",0.0101448322385078,0.014633200131764,0.0159511229195765
4,"direct","IHD","leg_tot",0.00239354446322791,0.00381680087231726,0.00431177440391456
4,"direct","ISTK","leg_tot",0.00768565144711852,0.0140784485513245,0.0159966379546497
4,"direct","OSTK","leg_tot",0.00707703654270679,0.00985896108135563,0.0137463512702363
4,"direct","Other_CVD","leg_tot",0,0,0
4,"medBMI","Cancer","leg_tot",0.00120731245969701,0.0011852826964238,0.00145790295974297
4,"medBMI","DIAB","leg_tot",0.00643350200350147,0.00832486293669134,0.00727363713844783
4,"medBMI","HHD","leg_tot",0.00323070965327345,0.00549041670739068,0.00509802577682261
4,"medBMI","HSTK","leg_tot",0.00242630442303898,0.00346183273963338,0.00319217544866552
4,"medBMI","IHD","leg_tot",0.0021694830715982,0.00296593517680913,0.00308387171080167
4,"medBMI","ISTK","leg_tot",0.00136188985562046,0.00297991473603701,0.00292329168373532
4,"medBMI","OSTK","leg_tot",0.00151255367691404,0.00315295183487278,0.00289938355062635
4,"medBMI","Other_CVD","leg_tot",0.00236583240026081,0.00371360268145277,0.0037818074457206
4,"medSBP","Cancer","leg_tot",0,0,0
4,"medSBP","DIAB","leg_tot",0,0,0
4,"medSBP","HHD","leg_tot",0,0,0
4,"medSBP","HSTK","leg_tot",0,0,0
4,"medSBP","IHD","leg_tot",0,0,0
4,"medSBP","ISTK","leg_tot",0,0,0
4,"medSBP","OSTK","leg_tot",0,0,0
4,"medSBP","Other_CVD","leg_tot",0,0,0
