"female","pathway","disease_type3","riskfactor","V1","V2","V3"
0,"direct","All_HD","dairy_tot",0,0,0
0,"direct","All_STK","dairy_tot",0,0,0
0,"direct","Cancer","dairy_tot",0.014192250264281,0.0126510385203377,0.0145232963321757
0,"direct","DIAB","dairy_tot",0,0,0
0,"direct","Other_CVD","dairy_tot",0,0,0
0,"medBMI","All_HD","dairy_tot",0,0,0
0,"medBMI","All_STK","dairy_tot",0,0,0
0,"medBMI","Cancer","dairy_tot",0,0,0
0,"medBMI","DIAB","dairy_tot",0,0,0
0,"medBMI","Other_CVD","dairy_tot",0,0,0
0,"medSBP","All_HD","dairy_tot",0,0,0
0,"medSBP","All_STK","dairy_tot",0,0,0
0,"medSBP","Cancer","dairy_tot",0,0,0
0,"medSBP","DIAB","dairy_tot",0,0,0
0,"medSBP","Other_CVD","dairy_tot",0,0,0
1,"direct","All_HD","dairy_tot",0,0,0
1,"direct","All_STK","dairy_tot",0,0,0
1,"direct","Cancer","dairy_tot",0.00914000933161435,0.00881231847928439,0.00837329795139184
1,"direct","DIAB","dairy_tot",0,0,0
1,"direct","Other_CVD","dairy_tot",0,0,0
1,"medBMI","All_HD","dairy_tot",0,0,0
1,"medBMI","All_STK","dairy_tot",0,0,0
1,"medBMI","Cancer","dairy_tot",0,0,0
1,"medBMI","DIAB","dairy_tot",0,0,0
1,"medBMI","Other_CVD","dairy_tot",0,0,0
1,"medSBP","All_HD","dairy_tot",0,0,0
1,"medSBP","All_STK","dairy_tot",0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0
0,"direct","All_HD","leg_tot",0.00484809449261846,0.0051783180966263,0.00498059429824566
0,"direct","All_STK","leg_tot",0.0166428532028277,0.0175157670271255,0.0163491514719783
0,"direct","Cancer","leg_tot",0.00124182158628427,0.00153837315809864,0.00118730065836735
0,"direct","DIAB","leg_tot",0,0,0
0,"direct","Other_CVD","leg_tot",0,0,0
0,"medBMI","All_HD","leg_tot",0.00634470334398245,0.00554822444004029,0.00481499795105163
0,"medBMI","All_STK","leg_tot",0.00466746856602665,0.00431299843501494,0.0040388157284
0,"medBMI","Cancer","leg_tot",0.0013478860307879,0.0013834003056846,0.00126753373007429
0,"medBMI","DIAB","leg_tot",0.0122843667819697,0.0141320989688069,0.0103489957130038
0,"medBMI","Other_CVD","leg_tot",0.00499629379540199,0.0049028784047796,0.00444111845239083
0,"medSBP","All_HD","leg_tot",0,0,0
0,"medSBP","All_STK","leg_tot",0,0,0
0,"medSBP","Cancer","leg_tot",0,0,0
0,"medSBP","DIAB","leg_tot",0,0,0
0,"medSBP","Other_CVD","leg_tot",0,0,0
1,"direct","All_HD","leg_tot",0.00476736846348758,0.00294974226723468,0.00376503099737942
1,"direct","All_STK","leg_tot",0.0163752736541196,0.0189535515484245,0.0161389146247389
1,"direct","Cancer","leg_tot",0.000466779355518085,0.000341219722784463,0.000482809391686484
1,"direct","DIAB","leg_tot",0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0
1,"medBMI","All_HD","leg_tot",0.00485807727449036,0.00525550591476108,0.0060510495311324
1,"medBMI","All_STK","leg_tot",0.00439259488630611,0.00411368561898169,0.0041917331605456
1,"medBMI","Cancer","leg_tot",0.00225087642827433,0.00193244726308471,0.00213228991472977
1,"medBMI","DIAB","leg_tot",0.0110770658041408,0.0110716182212121,0.0136503875691279
1,"medBMI","Other_CVD","leg_tot",0.00418057785212427,0.00525339903230417,0.00416955824066952
1,"medSBP","All_HD","leg_tot",0,0,0
1,"medSBP","All_STK","leg_tot",0,0,0
1,"medSBP","Cancer","leg_tot",0,0,0
1,"medSBP","DIAB","leg_tot",0,0,0
1,"medSBP","Other_CVD","leg_tot",0,0,0
