"age","outcome","pathway","riskfactor","V1","V2","V3"
25,"AA","direct","dairy_tot",0,0,0
25,"AA","medBMI","dairy_tot",0,0,0
25,"AA","medSBP","dairy_tot",0,0,0
25,"AFF","direct","dairy_tot",0,0,0
25,"AFF","medBMI","dairy_tot",0,0,0
25,"AFF","medSBP","dairy_tot",0,0,0
25,"APCA","direct","dairy_tot",0,0,0
25,"APCA","medBMI","dairy_tot",0,0,0
25,"APCA","medSBP","dairy_tot",0,0,0
25,"BC","direct","dairy_tot",NA,NA,NA
25,"BC","medBMI","dairy_tot",NA,NA,NA
25,"BC","medSBP","dairy_tot",NA,NA,NA
25,"CC","direct","dairy_tot",0.0715906839044108,0.0740670860466946,0.0691911556902897
25,"CC","medBMI","dairy_tot",0,0,0
25,"CC","medSBP","dairy_tot",0,0,0
25,"CM","direct","dairy_tot",0,0,0
25,"CM","medBMI","dairy_tot",0,0,0
25,"CM","medSBP","dairy_tot",0,0,0
25,"DIAB","direct","dairy_tot",0,0,0
25,"DIAB","medBMI","dairy_tot",0,0,0
25,"DIAB","medSBP","dairy_tot",0,0,0
25,"ECA","direct","dairy_tot",0,0,0
25,"ECA","medBMI","dairy_tot",0,0,0
25,"ECA","medSBP","dairy_tot",0,0,0
25,"ENDO","direct","dairy_tot",0,0,0
25,"ENDO","medBMI","dairy_tot",0,0,0
25,"ENDO","medSBP","dairy_tot",0,0,0
25,"GC","direct","dairy_tot",0,0,0
25,"GC","medBMI","dairy_tot",0,0,0
25,"GC","medSBP","dairy_tot",0,0,0
25,"HHD","direct","dairy_tot",0,0,0
25,"HHD","medBMI","dairy_tot",0,0,0
25,"HHD","medSBP","dairy_tot",0,0,0
25,"HSTK","direct","dairy_tot",0,0,0
25,"HSTK","medBMI","dairy_tot",0,0,0
25,"HSTK","medSBP","dairy_tot",0,0,0
25,"IHD","direct","dairy_tot",0,0,0
25,"IHD","medBMI","dairy_tot",0,0,0
25,"IHD","medSBP","dairy_tot",0,0,0
25,"ISTK","direct","dairy_tot",0,0,0
25,"ISTK","medBMI","dairy_tot",0,0,0
25,"ISTK","medSBP","dairy_tot",0,0,0
25,"KC","direct","dairy_tot",0,0,0
25,"KC","medBMI","dairy_tot",0,0,0
25,"KC","medSBP","dairy_tot",0,0,0
25,"LC","direct","dairy_tot",0,0,0
25,"LC","medBMI","dairy_tot",0,0,0
25,"LC","medSBP","dairy_tot",0,0,0
25,"LVC","direct","dairy_tot",0,0,0
25,"LVC","medBMI","dairy_tot",0,0,0
25,"LVC","medSBP","dairy_tot",0,0,0
25,"MLPC","direct","dairy_tot",0,0,0
25,"MLPC","medBMI","dairy_tot",0,0,0
25,"MLPC","medSBP","dairy_tot",0,0,0
25,"MMC","direct","dairy_tot",0,0,0
25,"MMC","medBMI","dairy_tot",0,0,0
25,"MMC","medSBP","dairy_tot",0,0,0
25,"OC","direct","dairy_tot",0,0,0
25,"OC","medBMI","dairy_tot",0,0,0
25,"OC","medSBP","dairy_tot",0,0,0
25,"OSTK","direct","dairy_tot",0,0,0
25,"OSTK","medBMI","dairy_tot",0,0,0
25,"OSTK","medSBP","dairy_tot",0,0,0
25,"OTH","direct","dairy_tot",0,0,0
25,"OTH","medBMI","dairy_tot",0,0,0
25,"OTH","medSBP","dairy_tot",0,0,0
25,"PC","direct","dairy_tot",0,0,0
25,"PC","medBMI","dairy_tot",0,0,0
25,"PC","medSBP","dairy_tot",0,0,0
25,"PVD","direct","dairy_tot",0,0,0
25,"PVD","medBMI","dairy_tot",0,0,0
25,"PVD","medSBP","dairy_tot",0,0,0
25,"RHD","direct","dairy_tot",0,0,0
25,"RHD","medBMI","dairy_tot",0,0,0
25,"RHD","medSBP","dairy_tot",0,0,0
25,"SCC","direct","dairy_tot",0,0,0
25,"SCC","medBMI","dairy_tot",0,0,0
25,"SCC","medSBP","dairy_tot",0,0,0
25,"SCNC","direct","dairy_tot",0,0,0
25,"SCNC","medBMI","dairy_tot",0,0,0
25,"SCNC","medSBP","dairy_tot",0,0,0
25,"TC","direct","dairy_tot",0,0,0
25,"TC","medBMI","dairy_tot",0,0,0
25,"TC","medSBP","dairy_tot",0,0,0
25,"UC","direct","dairy_tot",0,0,0
25,"UC","medBMI","dairy_tot",0,0,0
25,"UC","medSBP","dairy_tot",0,0,0
35,"AA","direct","dairy_tot",0,0,0
35,"AA","medBMI","dairy_tot",0,0,0
35,"AA","medSBP","dairy_tot",0,0,0
35,"AFF","direct","dairy_tot",0,0,0
35,"AFF","medBMI","dairy_tot",0,0,0
35,"AFF","medSBP","dairy_tot",0,0,0
35,"APCA","direct","dairy_tot",0,0,0
35,"APCA","medBMI","dairy_tot",0,0,0
35,"APCA","medSBP","dairy_tot",0,0,0
35,"BC","direct","dairy_tot",NA,NA,NA
35,"BC","medBMI","dairy_tot",NA,NA,NA
35,"BC","medSBP","dairy_tot",NA,NA,NA
35,"CC","direct","dairy_tot",0.0779756932101599,0.0760719223146179,0.0849583869890429
35,"CC","medBMI","dairy_tot",0,0,0
35,"CC","medSBP","dairy_tot",0,0,0
35,"CM","direct","dairy_tot",0,0,0
35,"CM","medBMI","dairy_tot",0,0,0
35,"CM","medSBP","dairy_tot",0,0,0
35,"DIAB","direct","dairy_tot",0,0,0
35,"DIAB","medBMI","dairy_tot",0,0,0
35,"DIAB","medSBP","dairy_tot",0,0,0
35,"ECA","direct","dairy_tot",0,0,0
35,"ECA","medBMI","dairy_tot",0,0,0
35,"ECA","medSBP","dairy_tot",0,0,0
35,"ENDO","direct","dairy_tot",0,0,0
35,"ENDO","medBMI","dairy_tot",0,0,0
35,"ENDO","medSBP","dairy_tot",0,0,0
35,"GC","direct","dairy_tot",0,0,0
35,"GC","medBMI","dairy_tot",0,0,0
35,"GC","medSBP","dairy_tot",0,0,0
35,"HHD","direct","dairy_tot",0,0,0
35,"HHD","medBMI","dairy_tot",0,0,0
35,"HHD","medSBP","dairy_tot",0,0,0
35,"HSTK","direct","dairy_tot",0,0,0
35,"HSTK","medBMI","dairy_tot",0,0,0
35,"HSTK","medSBP","dairy_tot",0,0,0
35,"IHD","direct","dairy_tot",0,0,0
35,"IHD","medBMI","dairy_tot",0,0,0
35,"IHD","medSBP","dairy_tot",0,0,0
35,"ISTK","direct","dairy_tot",0,0,0
35,"ISTK","medBMI","dairy_tot",0,0,0
35,"ISTK","medSBP","dairy_tot",0,0,0
35,"KC","direct","dairy_tot",0,0,0
35,"KC","medBMI","dairy_tot",0,0,0
35,"KC","medSBP","dairy_tot",0,0,0
35,"LC","direct","dairy_tot",0,0,0
35,"LC","medBMI","dairy_tot",0,0,0
35,"LC","medSBP","dairy_tot",0,0,0
35,"LVC","direct","dairy_tot",0,0,0
35,"LVC","medBMI","dairy_tot",0,0,0
35,"LVC","medSBP","dairy_tot",0,0,0
35,"MLPC","direct","dairy_tot",0,0,0
35,"MLPC","medBMI","dairy_tot",0,0,0
35,"MLPC","medSBP","dairy_tot",0,0,0
35,"MMC","direct","dairy_tot",0,0,0
35,"MMC","medBMI","dairy_tot",0,0,0
35,"MMC","medSBP","dairy_tot",0,0,0
35,"OC","direct","dairy_tot",0,0,0
35,"OC","medBMI","dairy_tot",0,0,0
35,"OC","medSBP","dairy_tot",0,0,0
35,"OSTK","direct","dairy_tot",0,0,0
35,"OSTK","medBMI","dairy_tot",0,0,0
35,"OSTK","medSBP","dairy_tot",0,0,0
35,"OTH","direct","dairy_tot",0,0,0
35,"OTH","medBMI","dairy_tot",0,0,0
35,"OTH","medSBP","dairy_tot",0,0,0
35,"PC","direct","dairy_tot",0,0,0
35,"PC","medBMI","dairy_tot",0,0,0
35,"PC","medSBP","dairy_tot",0,0,0
35,"PVD","direct","dairy_tot",0,0,0
35,"PVD","medBMI","dairy_tot",0,0,0
35,"PVD","medSBP","dairy_tot",0,0,0
35,"RHD","direct","dairy_tot",0,0,0
35,"RHD","medBMI","dairy_tot",0,0,0
35,"RHD","medSBP","dairy_tot",0,0,0
35,"SCC","direct","dairy_tot",0,0,0
35,"SCC","medBMI","dairy_tot",0,0,0
35,"SCC","medSBP","dairy_tot",0,0,0
35,"SCNC","direct","dairy_tot",0,0,0
35,"SCNC","medBMI","dairy_tot",0,0,0
35,"SCNC","medSBP","dairy_tot",0,0,0
35,"TC","direct","dairy_tot",0,0,0
35,"TC","medBMI","dairy_tot",0,0,0
35,"TC","medSBP","dairy_tot",0,0,0
35,"UC","direct","dairy_tot",0,0,0
35,"UC","medBMI","dairy_tot",0,0,0
35,"UC","medSBP","dairy_tot",0,0,0
45,"AA","direct","dairy_tot",0,0,0
45,"AA","medBMI","dairy_tot",0,0,0
45,"AA","medSBP","dairy_tot",0,0,0
45,"AFF","direct","dairy_tot",0,0,0
45,"AFF","medBMI","dairy_tot",0,0,0
45,"AFF","medSBP","dairy_tot",0,0,0
45,"APCA","direct","dairy_tot",0,0,0
45,"APCA","medBMI","dairy_tot",0,0,0
45,"APCA","medSBP","dairy_tot",0,0,0
45,"BC","direct","dairy_tot",0,0,0
45,"BC","medBMI","dairy_tot",0,0,0
45,"BC","medSBP","dairy_tot",0,0,0
45,"CC","direct","dairy_tot",0.0826089816853396,0.0745877509495427,0.0654865094280003
45,"CC","medBMI","dairy_tot",0,0,0
45,"CC","medSBP","dairy_tot",0,0,0
45,"CM","direct","dairy_tot",0,0,0
45,"CM","medBMI","dairy_tot",0,0,0
45,"CM","medSBP","dairy_tot",0,0,0
45,"DIAB","direct","dairy_tot",0,0,0
45,"DIAB","medBMI","dairy_tot",0,0,0
45,"DIAB","medSBP","dairy_tot",0,0,0
45,"ECA","direct","dairy_tot",0,0,0
45,"ECA","medBMI","dairy_tot",0,0,0
45,"ECA","medSBP","dairy_tot",0,0,0
45,"ENDO","direct","dairy_tot",0,0,0
45,"ENDO","medBMI","dairy_tot",0,0,0
45,"ENDO","medSBP","dairy_tot",0,0,0
45,"GC","direct","dairy_tot",0,0,0
45,"GC","medBMI","dairy_tot",0,0,0
45,"GC","medSBP","dairy_tot",0,0,0
45,"HHD","direct","dairy_tot",0,0,0
45,"HHD","medBMI","dairy_tot",0,0,0
45,"HHD","medSBP","dairy_tot",0,0,0
45,"HSTK","direct","dairy_tot",0,0,0
45,"HSTK","medBMI","dairy_tot",0,0,0
45,"HSTK","medSBP","dairy_tot",0,0,0
45,"IHD","direct","dairy_tot",0,0,0
45,"IHD","medBMI","dairy_tot",0,0,0
45,"IHD","medSBP","dairy_tot",0,0,0
45,"ISTK","direct","dairy_tot",0,0,0
45,"ISTK","medBMI","dairy_tot",0,0,0
45,"ISTK","medSBP","dairy_tot",0,0,0
45,"KC","direct","dairy_tot",0,0,0
45,"KC","medBMI","dairy_tot",0,0,0
45,"KC","medSBP","dairy_tot",0,0,0
45,"LC","direct","dairy_tot",0,0,0
45,"LC","medBMI","dairy_tot",0,0,0
45,"LC","medSBP","dairy_tot",0,0,0
45,"LVC","direct","dairy_tot",0,0,0
45,"LVC","medBMI","dairy_tot",0,0,0
45,"LVC","medSBP","dairy_tot",0,0,0
45,"MLPC","direct","dairy_tot",0,0,0
45,"MLPC","medBMI","dairy_tot",0,0,0
45,"MLPC","medSBP","dairy_tot",0,0,0
45,"MMC","direct","dairy_tot",0,0,0
45,"MMC","medBMI","dairy_tot",0,0,0
45,"MMC","medSBP","dairy_tot",0,0,0
45,"OC","direct","dairy_tot",0,0,0
45,"OC","medBMI","dairy_tot",0,0,0
45,"OC","medSBP","dairy_tot",0,0,0
45,"OSTK","direct","dairy_tot",0,0,0
45,"OSTK","medBMI","dairy_tot",0,0,0
45,"OSTK","medSBP","dairy_tot",0,0,0
45,"OTH","direct","dairy_tot",0,0,0
45,"OTH","medBMI","dairy_tot",0,0,0
45,"OTH","medSBP","dairy_tot",0,0,0
45,"PC","direct","dairy_tot",0,0,0
45,"PC","medBMI","dairy_tot",0,0,0
45,"PC","medSBP","dairy_tot",0,0,0
45,"PVD","direct","dairy_tot",0,0,0
45,"PVD","medBMI","dairy_tot",0,0,0
45,"PVD","medSBP","dairy_tot",0,0,0
45,"RHD","direct","dairy_tot",0,0,0
45,"RHD","medBMI","dairy_tot",0,0,0
45,"RHD","medSBP","dairy_tot",0,0,0
45,"SCC","direct","dairy_tot",0,0,0
45,"SCC","medBMI","dairy_tot",0,0,0
45,"SCC","medSBP","dairy_tot",0,0,0
45,"SCNC","direct","dairy_tot",0,0,0
45,"SCNC","medBMI","dairy_tot",0,0,0
45,"SCNC","medSBP","dairy_tot",0,0,0
45,"TC","direct","dairy_tot",0,0,0
45,"TC","medBMI","dairy_tot",0,0,0
45,"TC","medSBP","dairy_tot",0,0,0
45,"UC","direct","dairy_tot",0,0,0
45,"UC","medBMI","dairy_tot",0,0,0
45,"UC","medSBP","dairy_tot",0,0,0
55,"AA","direct","dairy_tot",0,0,0
55,"AA","medBMI","dairy_tot",0,0,0
55,"AA","medSBP","dairy_tot",0,0,0
55,"AFF","direct","dairy_tot",0,0,0
55,"AFF","medBMI","dairy_tot",0,0,0
55,"AFF","medSBP","dairy_tot",0,0,0
55,"APCA","direct","dairy_tot",0,0,0
55,"APCA","medBMI","dairy_tot",0,0,0
55,"APCA","medSBP","dairy_tot",0,0,0
55,"BC","direct","dairy_tot",0,0,0
55,"BC","medBMI","dairy_tot",0,0,0
55,"BC","medSBP","dairy_tot",0,0,0
55,"CC","direct","dairy_tot",0.0761752357081817,0.0816617718345628,0.0892774005438948
55,"CC","medBMI","dairy_tot",0,0,0
55,"CC","medSBP","dairy_tot",0,0,0
55,"CM","direct","dairy_tot",0,0,0
55,"CM","medBMI","dairy_tot",0,0,0
55,"CM","medSBP","dairy_tot",0,0,0
55,"DIAB","direct","dairy_tot",0,0,0
55,"DIAB","medBMI","dairy_tot",0,0,0
55,"DIAB","medSBP","dairy_tot",0,0,0
55,"ECA","direct","dairy_tot",0,0,0
55,"ECA","medBMI","dairy_tot",0,0,0
55,"ECA","medSBP","dairy_tot",0,0,0
55,"ENDO","direct","dairy_tot",0,0,0
55,"ENDO","medBMI","dairy_tot",0,0,0
55,"ENDO","medSBP","dairy_tot",0,0,0
55,"GC","direct","dairy_tot",0,0,0
55,"GC","medBMI","dairy_tot",0,0,0
55,"GC","medSBP","dairy_tot",0,0,0
55,"HHD","direct","dairy_tot",0,0,0
55,"HHD","medBMI","dairy_tot",0,0,0
55,"HHD","medSBP","dairy_tot",0,0,0
55,"HSTK","direct","dairy_tot",0,0,0
55,"HSTK","medBMI","dairy_tot",0,0,0
55,"HSTK","medSBP","dairy_tot",0,0,0
55,"IHD","direct","dairy_tot",0,0,0
55,"IHD","medBMI","dairy_tot",0,0,0
55,"IHD","medSBP","dairy_tot",0,0,0
55,"ISTK","direct","dairy_tot",0,0,0
55,"ISTK","medBMI","dairy_tot",0,0,0
