"age","female","race","pathway","disease_type","riskfactor","V1","V2","V3"
45,0,3,"direct","Cancer","dairy_tot",0.0228727882510215,0.0299464478736119,0.0168111875668966
45,0,3,"medBMI","CMD","dairy_tot",0,0,0
45,0,3,"medBMI","Cancer","dairy_tot",0,0,0
45,0,3,"medSBP","CMD","dairy_tot",0,0,0
45,0,3,"medSBP","Cancer","dairy_tot",0,0,0
45,0,4,"direct","CMD","dairy_tot",0,0,0
45,0,4,"direct","Cancer","dairy_tot",0.035932273309407,0.0231624119636185,0.0359398580935357
45,0,4,"medBMI","CMD","dairy_tot",0,0,0
45,0,4,"medBMI","Cancer","dairy_tot",0,0,0
45,0,4,"medSBP","CMD","dairy_tot",0,0,0
45,0,4,"medSBP","Cancer","dairy_tot",0,0,0
45,1,1,"direct","CMD","dairy_tot",0,0,0
45,1,1,"direct","Cancer","dairy_tot",0.00943008119036257,0.0104517849491751,0.00726176463841893
45,1,1,"medBMI","CMD","dairy_tot",0,0,0
45,1,1,"medBMI","Cancer","dairy_tot",0,0,0
45,1,1,"medSBP","CMD","dairy_tot",0,0,0
45,1,1,"medSBP","Cancer","dairy_tot",0,0,0
45,1,2,"direct","CMD","dairy_tot",0,0,0
45,1,2,"direct","Cancer","dairy_tot",0.0185797808459917,0.0159775621334586,0.0160516682138727
45,1,2,"medBMI","CMD","dairy_tot",0,0,0
45,1,2,"medBMI","Cancer","dairy_tot",0,0,0
45,1,2,"medSBP","CMD","dairy_tot",0,0,0
45,1,2,"medSBP","Cancer","dairy_tot",0,0,0
45,1,3,"direct","CMD","dairy_tot",0,0,0
45,1,3,"direct","Cancer","dairy_tot",0.0127282921049954,0.0123185460908257,0.00989590160323206
45,1,3,"medBMI","CMD","dairy_tot",0,0,0
45,1,3,"medBMI","Cancer","dairy_tot",0,0,0
45,1,3,"medSBP","CMD","dairy_tot",0,0,0
45,1,3,"medSBP","Cancer","dairy_tot",0,0,0
45,1,4,"direct","CMD","dairy_tot",0,0,0
45,1,4,"direct","Cancer","dairy_tot",0.0151467858156919,0.0110173992294526,0.0127777716488496
45,1,4,"medBMI","CMD","dairy_tot",0,0,0
45,1,4,"medBMI","Cancer","dairy_tot",0,0,0
45,1,4,"medSBP","CMD","dairy_tot",0,0,0
45,1,4,"medSBP","Cancer","dairy_tot",0,0,0
55,0,1,"direct","CMD","dairy_tot",0,0,0
55,0,1,"direct","Cancer","dairy_tot",0.0117432059900296,0.0132366141194149,0.0136704913795291
55,0,1,"medBMI","CMD","dairy_tot",0,0,0
55,0,1,"medBMI","Cancer","dairy_tot",0,0,0
55,0,1,"medSBP","CMD","dairy_tot",0,0,0
55,0,1,"medSBP","Cancer","dairy_tot",0,0,0
55,0,2,"direct","CMD","dairy_tot",0,0,0
55,0,2,"direct","Cancer","dairy_tot",0.0158217796870091,0.0182660459622054,0.0216486463810935
55,0,2,"medBMI","CMD","dairy_tot",0,0,0
55,0,2,"medBMI","Cancer","dairy_tot",0,0,0
55,0,2,"medSBP","CMD","dairy_tot",0,0,0
55,0,2,"medSBP","Cancer","dairy_tot",0,0,0
55,0,3,"direct","CMD","dairy_tot",0,0,0
55,0,3,"direct","Cancer","dairy_tot",0.0184946025722115,0.0160345535560627,0.0196941711961172
55,0,3,"medBMI","CMD","dairy_tot",0,0,0
55,0,3,"medBMI","Cancer","dairy_tot",0,0,0
55,0,3,"medSBP","CMD","dairy_tot",0,0,0
55,0,3,"medSBP","Cancer","dairy_tot",0,0,0
55,0,4,"direct","CMD","dairy_tot",0,0,0
55,0,4,"direct","Cancer","dairy_tot",0.0192678490780745,0.018010153512448,0.0232650117840601
55,0,4,"medBMI","CMD","dairy_tot",0,0,0
55,0,4,"medBMI","Cancer","dairy_tot",0,0,0
55,0,4,"medSBP","CMD","dairy_tot",0,0,0
55,0,4,"medSBP","Cancer","dairy_tot",0,0,0
55,1,1,"direct","CMD","dairy_tot",0,0,0
55,1,1,"direct","Cancer","dairy_tot",0.00544263776564317,0.00604386379939275,0.00629562950239877
55,1,1,"medBMI","CMD","dairy_tot",0,0,0
55,1,1,"medBMI","Cancer","dairy_tot",0,0,0
55,1,1,"medSBP","CMD","dairy_tot",0,0,0
55,1,1,"medSBP","Cancer","dairy_tot",0,0,0
55,1,2,"direct","CMD","dairy_tot",0,0,0
55,1,2,"direct","Cancer","dairy_tot",0.00966138684568066,0.0099497207734644,0.0136636858012394
55,1,2,"medBMI","CMD","dairy_tot",0,0,0
55,1,2,"medBMI","Cancer","dairy_tot",0,0,0
55,1,2,"medSBP","CMD","dairy_tot",0,0,0
55,1,2,"medSBP","Cancer","dairy_tot",0,0,0
55,1,3,"direct","CMD","dairy_tot",0,0,0
55,1,3,"direct","Cancer","dairy_tot",0.0078840117825752,0.00577520213416683,0.00827913039524935
55,1,3,"medBMI","CMD","dairy_tot",0,0,0
55,1,3,"medBMI","Cancer","dairy_tot",0,0,0
55,1,3,"medSBP","CMD","dairy_tot",0,0,0
55,1,3,"medSBP","Cancer","dairy_tot",0,0,0
55,1,4,"direct","CMD","dairy_tot",0,0,0
55,1,4,"direct","Cancer","dairy_tot",0.0103008398885801,0.00883016718940376,0.00935138600643772
55,1,4,"medBMI","CMD","dairy_tot",0,0,0
55,1,4,"medBMI","Cancer","dairy_tot",0,0,0
55,1,4,"medSBP","CMD","dairy_tot",0,0,0
55,1,4,"medSBP","Cancer","dairy_tot",0,0,0
65,0,1,"direct","CMD","dairy_tot",0,0,0
65,0,1,"direct","Cancer","dairy_tot",0.0118509069180924,0.00921586112345421,0.0128954506876659
65,0,1,"medBMI","CMD","dairy_tot",0,0,0
65,0,1,"medBMI","Cancer","dairy_tot",0,0,0
65,0,1,"medSBP","CMD","dairy_tot",0,0,0
65,0,1,"medSBP","Cancer","dairy_tot",0,0,0
65,0,2,"direct","CMD","dairy_tot",0,0,0
65,0,2,"direct","Cancer","dairy_tot",0.0120087967605567,0.0161837950381462,0.0151914626031006
65,0,2,"medBMI","CMD","dairy_tot",0,0,0
65,0,2,"medBMI","Cancer","dairy_tot",0,0,0
65,0,2,"medSBP","CMD","dairy_tot",0,0,0
65,0,2,"medSBP","Cancer","dairy_tot",0,0,0
65,0,3,"direct","CMD","dairy_tot",0,0,0
65,0,3,"direct","Cancer","dairy_tot",0.0142207910238308,0.0151160158192383,0.0125089195583538
65,0,3,"medBMI","CMD","dairy_tot",0,0,0
65,0,3,"medBMI","Cancer","dairy_tot",0,0,0
65,0,3,"medSBP","CMD","dairy_tot",0,0,0
65,0,3,"medSBP","Cancer","dairy_tot",0,0,0
65,0,4,"direct","CMD","dairy_tot",0,0,0
65,0,4,"direct","Cancer","dairy_tot",0.0136234927253055,0.0166589096366499,0.0174176529697632
65,0,4,"medBMI","CMD","dairy_tot",0,0,0
65,0,4,"medBMI","Cancer","dairy_tot",0,0,0
65,0,4,"medSBP","CMD","dairy_tot",0,0,0
65,0,4,"medSBP","Cancer","dairy_tot",0,0,0
65,1,1,"direct","CMD","dairy_tot",0,0,0
65,1,1,"direct","Cancer","dairy_tot",0.00677209753182549,0.00705962094135465,0.00632352172340966
65,1,1,"medBMI","CMD","dairy_tot",0,0,0
65,1,1,"medBMI","Cancer","dairy_tot",0,0,0
65,1,1,"medSBP","CMD","dairy_tot",0,0,0
65,1,1,"medSBP","Cancer","dairy_tot",0,0,0
65,1,2,"direct","CMD","dairy_tot",0,0,0
65,1,2,"direct","Cancer","dairy_tot",0.00871258883751522,0.0124636380091182,0.0109255723078517
65,1,2,"medBMI","CMD","dairy_tot",0,0,0
65,1,2,"medBMI","Cancer","dairy_tot",0,0,0
65,1,2,"medSBP","CMD","dairy_tot",0,0,0
65,1,2,"medSBP","Cancer","dairy_tot",0,0,0
65,1,3,"direct","CMD","dairy_tot",0,0,0
65,1,3,"direct","Cancer","dairy_tot",0.00575490740631861,0.00827751959171665,0.0096910224023215
65,1,3,"medBMI","CMD","dairy_tot",0,0,0
65,1,3,"medBMI","Cancer","dairy_tot",0,0,0
65,1,3,"medSBP","CMD","dairy_tot",0,0,0
65,1,3,"medSBP","Cancer","dairy_tot",0,0,0
65,1,4,"direct","CMD","dairy_tot",0,0,0
65,1,4,"direct","Cancer","dairy_tot",0.00773301521549559,0.00729726210436542,0.00784999445859148
65,1,4,"medBMI","CMD","dairy_tot",0,0,0
65,1,4,"medBMI","Cancer","dairy_tot",0,0,0
65,1,4,"medSBP","CMD","dairy_tot",0,0,0
65,1,4,"medSBP","Cancer","dairy_tot",0,0,0
75,0,1,"direct","CMD","dairy_tot",0,0,0
75,0,1,"direct","Cancer","dairy_tot",0.0117899891237899,0.00675456733676481,0.0104736836777078
75,0,1,"medBMI","CMD","dairy_tot",0,0,0
75,0,1,"medBMI","Cancer","dairy_tot",0,0,0
75,0,1,"medSBP","CMD","dairy_tot",0,0,0
75,0,1,"medSBP","Cancer","dairy_tot",0,0,0
75,0,2,"direct","CMD","dairy_tot",0,0,0
75,0,2,"direct","Cancer","dairy_tot",0.0190833237188894,0.0174851030677645,0.0162403180337927
75,0,2,"medBMI","CMD","dairy_tot",0,0,0
75,0,2,"medBMI","Cancer","dairy_tot",0,0,0
75,0,2,"medSBP","CMD","dairy_tot",0,0,0
75,0,2,"medSBP","Cancer","dairy_tot",0,0,0
75,0,3,"direct","CMD","dairy_tot",0,0,0
75,0,3,"direct","Cancer","dairy_tot",0.0140996748543701,0.0131750059778253,0.0112877090824389
75,0,3,"medBMI","CMD","dairy_tot",0,0,0
75,0,3,"medBMI","Cancer","dairy_tot",0,0,0
75,0,3,"medSBP","CMD","dairy_tot",0,0,0
75,0,3,"medSBP","Cancer","dairy_tot",0,0,0
75,0,4,"direct","CMD","dairy_tot",0,0,0
75,0,4,"direct","Cancer","dairy_tot",0.0186529858248292,0.0200268465465824,0.0176821349585607
75,0,4,"medBMI","CMD","dairy_tot",0,0,0
75,0,4,"medBMI","Cancer","dairy_tot",0,0,0
75,0,4,"medSBP","CMD","dairy_tot",0,0,0
75,0,4,"medSBP","Cancer","dairy_tot",0,0,0
75,1,1,"direct","CMD","dairy_tot",0,0,0
75,1,1,"direct","Cancer","dairy_tot",0.0122205160602528,0.0105693924019741,0.00853327561337269
75,1,1,"medBMI","CMD","dairy_tot",0,0,0
75,1,1,"medBMI","Cancer","dairy_tot",0,0,0
75,1,1,"medSBP","CMD","dairy_tot",0,0,0
75,1,1,"medSBP","Cancer","dairy_tot",0,0,0
75,1,2,"direct","CMD","dairy_tot",0,0,0
75,1,2,"direct","Cancer","dairy_tot",0.021259222363326,0.0123569878976864,0.0142925035497579
75,1,2,"medBMI","CMD","dairy_tot",0,0,0
75,1,2,"medBMI","Cancer","dairy_tot",0,0,0
75,1,2,"medSBP","CMD","dairy_tot",0,0,0
75,1,2,"medSBP","Cancer","dairy_tot",0,0,0
75,1,3,"direct","CMD","dairy_tot",0,0,0
75,1,3,"direct","Cancer","dairy_tot",0.0100105134681454,0.0130932426844608,0.0146140516506679
75,1,3,"medBMI","CMD","dairy_tot",0,0,0
75,1,3,"medBMI","Cancer","dairy_tot",0,0,0
75,1,3,"medSBP","CMD","dairy_tot",0,0,0
75,1,3,"medSBP","Cancer","dairy_tot",0,0,0
75,1,4,"direct","CMD","dairy_tot",0,0,0
75,1,4,"direct","Cancer","dairy_tot",0.0121272929363892,0.0123255445671804,0.0091010603257554
75,1,4,"medBMI","CMD","dairy_tot",0,0,0
75,1,4,"medBMI","Cancer","dairy_tot",0,0,0
75,1,4,"medSBP","CMD","dairy_tot",0,0,0
75,1,4,"medSBP","Cancer","dairy_tot",0,0,0
25,0,1,"direct","CMD","leg_tot",0.00622195758294505,0.00713411158534225,0.00680662465682508
25,0,1,"direct","Cancer","leg_tot",0.00177538248145497,0.000595868856933778,0.00151963602976988
25,0,1,"medBMI","CMD","leg_tot",0.011992984917973,0.012207349930833,0.0112608665791073
25,0,1,"medBMI","Cancer","leg_tot",0.00142077462939278,0.00127968753280882,0.00138695027929648
25,0,1,"medSBP","CMD","leg_tot",0,0,0
25,0,1,"medSBP","Cancer","leg_tot",0,0,0
25,0,2,"direct","CMD","leg_tot",0.00768763120540948,0.00577994873959686,0.00717349914479201
25,0,2,"direct","Cancer","leg_tot",0.00185015132052232,0.00165318695826794,0.000882100625256276
25,0,2,"medBMI","CMD","leg_tot",0.0243193421476009,0.0137424272248439,0.0109534508943839
25,0,2,"medBMI","Cancer","leg_tot",0.00300401580017937,0.00152040114432407,0.00181568748825036
25,0,2,"medSBP","CMD","leg_tot",0,0,0
25,0,2,"medSBP","Cancer","leg_tot",0,0,0
25,0,3,"direct","CMD","leg_tot",0.00405418511371763,0.00350443920272127,0.00434876022964619
25,0,3,"direct","Cancer","leg_tot",0.000260698311629008,0.000571294106386115,0.000744467972538893
25,0,3,"medBMI","CMD","leg_tot",0.00272658168936846,0.00551459512227519,0.00475995833787511
25,0,3,"medBMI","Cancer","leg_tot",0.000346320304407955,0.000885154667344385,0.000799246499621135
25,0,3,"medSBP","CMD","leg_tot",0,0,0
25,0,3,"medSBP","Cancer","leg_tot",0,0,0
25,0,4,"direct","CMD","leg_tot",0.00419337956972497,0.00584022527240528,0.00894713092274145
25,0,4,"direct","Cancer","leg_tot",0.00236460058424346,0.00183021671773649,0.00413018221418563
25,0,4,"medBMI","CMD","leg_tot",0.00772722010988059,0.00565781898409356,0.00990049118357821
25,0,4,"medBMI","Cancer","leg_tot",0.000667326915742591,0.00109644815627991,0.00119295029939047
25,0,4,"medSBP","CMD","leg_tot",0,0,0
25,0,4,"medSBP","Cancer","leg_tot",0,0,0
25,1,1,"direct","CMD","leg_tot",0.00763692293717217,0.00476010253884243,0.00666107931700895
25,1,1,"direct","Cancer","leg_tot",0.000450185240880407,0.000371094742294429,0.000461169142731958
25,1,1,"medBMI","CMD","leg_tot",0.0126618771737737,0.0149994566023273,0.00964066996720007
25,1,1,"medBMI","Cancer","leg_tot",0.00169960044256493,0.00197371189062343,0.00110667413726174
25,1,1,"medSBP","CMD","leg_tot",0,0,0
25,1,1,"medSBP","Cancer","leg_tot",0,0,0
25,1,2,"direct","CMD","leg_tot",0.00889162924756107,0.0072726884250707,0.00919015885149774
25,1,2,"direct","Cancer","leg_tot",0.00103341667215334,0.00100475324926528,0.000766582377096582
25,1,2,"medBMI","CMD","leg_tot",0.0133814297233429,0.0114031667290978,0.0161534122591548
25,1,2,"medBMI","Cancer","leg_tot",0.00264139854287428,0.00150328240739987,0.00158125236903041
25,1,2,"medSBP","CMD","leg_tot",0,0,0
25,1,2,"medSBP","Cancer","leg_tot",0,0,0
25,1,3,"direct","CMD","leg_tot",0.00217986328550847,0.00693199349402115,0.00659293835645129
25,1,3,"direct","Cancer","leg_tot",0.000241497359990467,0.000150694129908939,0.000210356373151463
25,1,3,"medBMI","CMD","leg_tot",0.00796948116969892,0.0103048558147092,0.00942624636811864
25,1,3,"medBMI","Cancer","leg_tot",0.00129863097992722,0.00113625936521763,0.00105779670802706
25,1,3,"medSBP","CMD","leg_tot",0,0,0
25,1,3,"medSBP","Cancer","leg_tot",0,0,0
25,1,4,"direct","CMD","leg_tot",0.00345282616841089,0.0100888403792492,0.0167825299399033
25,1,4,"direct","Cancer","leg_tot",0.00049604471236827,0.000691308387105004,0.0010132704593681
25,1,4,"medBMI","CMD","leg_tot",0.00601433093071507,0.0134797996553263,0.0128237599277022
25,1,4,"medBMI","Cancer","leg_tot",0.000978939753446384,0.00146482820323439,0.00195628086763087
25,1,4,"medSBP","CMD","leg_tot",0,0,0
25,1,4,"medSBP","Cancer","leg_tot",0,0,0
35,0,1,"direct","CMD","leg_tot",0.00553422613908628,0.0110221874572754,0.00770051429275254
35,0,1,"direct","Cancer","leg_tot",0.0015251846606949,0.00275766658249994,0.00118944367412553
35,0,1,"medBMI","CMD","leg_tot",0.0119081571967199,0.0114544913757907,0.00966758252159536
35,0,1,"medBMI","Cancer","leg_tot",0.0011895940542863,0.00170674414394638,0.00133136198832981
35,0,1,"medSBP","CMD","leg_tot",0,0,0
35,0,1,"medSBP","Cancer","leg_tot",0,0,0
35,0,2,"direct","CMD","leg_tot",0.0137348375327946,0.00831541294746399,0.00670338256284835
35,0,2,"direct","Cancer","leg_tot",0.00215137497670365,0.0031268267349041,0.0015342096767359
35,0,2,"medBMI","CMD","leg_tot",0.0181698404281261,0.0199560328440126,0.0129392713388114
35,0,2,"medBMI","Cancer","leg_tot",0.00368362734733356,0.0035721298592775,0.00228666510747606
35,0,2,"medSBP","CMD","leg_tot",0,0,0
35,0,2,"medSBP","Cancer","leg_tot",0,0,0
35,0,3,"direct","CMD","leg_tot",0.00480771422797797,0.000306612723941432,0.00148455280700353
35,0,3,"direct","Cancer","leg_tot",0.000331420836518176,1.38696208720739e-05,7.11160667322909e-05
35,0,3,"medBMI","CMD","leg_tot",0.00526277109923166,0.000159040241810501,0.00135144181389464
35,0,3,"medBMI","Cancer","leg_tot",0.00124613890508276,2.64054003591613e-05,0.000225381113011603
35,0,3,"medSBP","CMD","leg_tot",0,0,0
35,0,3,"medSBP","Cancer","leg_tot",0,0,0
35,0,4,"direct","CMD","leg_tot",0.000427249817710452,0.00452229242455003,0
35,0,4,"direct","Cancer","leg_tot",2.59165398134282e-05,0.00126148328328779,0
35,0,4,"medBMI","CMD","leg_tot",0.000305190875088191,0.00850061419997724,0
35,0,4,"medBMI","Cancer","leg_tot",4.51635681217315e-05,0.0013603492664652,0
35,0,4,"medSBP","CMD","leg_tot",0,0,0
35,0,4,"medSBP","Cancer","leg_tot",0,0,0
35,1,1,"direct","CMD","leg_tot",0.0104379558136067,0.0157337901464796,0.0131542594018986
35,1,1,"direct","Cancer","leg_tot",0.000230936939927923,0.000450672761195207,0.000721243844757608
35,1,1,"medBMI","CMD","leg_tot",0.0113958841182464,0.0162597026405399,0.00991383420510081
35,1,1,"medBMI","Cancer","leg_tot",0.00187140354983549,0.0027917860651927,0.00339889196144892
35,1,1,"medSBP","CMD","leg_tot",0,0,0
35,1,1,"medSBP","Cancer","leg_tot",0,0,0
35,1,2,"direct","CMD","leg_tot",0.0125276088500015,0.00857766441314677,0.0104802646958645
35,1,2,"direct","Cancer","leg_tot",0.000619702250074625,0.000615076801082671,0.000789181238253902
35,1,2,"medBMI","CMD","leg_tot",0.0173333462213563,0.00999109357500983,0.00854810156265492
35,1,2,"medBMI","Cancer","leg_tot",0.00282946252086931,0.00219313775868865,0.00381753512749248
35,1,2,"medSBP","CMD","leg_tot",0,0,0
35,1,2,"medSBP","Cancer","leg_tot",0,0,0
35,1,3,"direct","CMD","leg_tot",0.00284608918209203,0.00400343722889622,0.00433573508531022
35,1,3,"direct","Cancer","leg_tot",4.86195886618532e-05,0.000111334654826412,8.26844570705172e-05
35,1,3,"medBMI","CMD","leg_tot",0.00231546186437779,0.00251106881590826,0.00303851019776478
35,1,3,"medBMI","Cancer","leg_tot",0.000585369226062707,0.000787979392408493,0.000518667500452683
35,1,3,"medSBP","CMD","leg_tot",0,0,0
35,1,3,"medSBP","Cancer","leg_tot",0,0,0
35,1,4,"direct","CMD","leg_tot",0.0105281027153106,0.0101679586894075,0.0117014646857816
35,1,4,"direct","Cancer","leg_tot",0.000712162433065793,0.000881302187562331,0.000750151839812743
35,1,4,"medBMI","CMD","leg_tot",0.00723067434766147,0.012435765023516,0.0142709090816561
35,1,4,"medBMI","Cancer","leg_tot",0.00251797908979198,0.00284903652316262,0.00273189385865774
35,1,4,"medSBP","CMD","leg_tot",0,0,0
35,1,4,"medSBP","Cancer","leg_tot",0,0,0
45,0,1,"direct","CMD","leg_tot",0.00713134213188258,0.0115754103528771,0.00769951529879392
45,0,1,"direct","Cancer","leg_tot",0.00224923708489261,0.00318576841919794,0.000947597123988913
45,0,1,"medBMI","CMD","leg_tot",0.012032012077881,0.011414519793958,0.00771951436294533
45,0,1,"medBMI","Cancer","leg_tot",0.0016465743727528,0.00228077329625672,0.00127270740665302
45,0,1,"medSBP","CMD","leg_tot",0,0,0
45,0,1,"medSBP","Cancer","leg_tot",0,0,0
45,0,2,"direct","CMD","leg_tot",0.0139047994668236,0.0078817963725918,0.00450411478368416
45,0,2,"direct","Cancer","leg_tot",0.00186748864714527,0.00187116541700745,0.00105910287337335
45,0,2,"medBMI","CMD","leg_tot",0.0135649892155725,0.00999345006553789,0.00537832513088818
45,0,2,"medBMI","Cancer","leg_tot",0.0020379791244734,0.00222601724297996,0.00104073201011982
45,0,2,"medSBP","CMD","leg_tot",0,0,0
45,0,2,"medSBP","Cancer","leg_tot",0,0,0
45,0,3,"direct","CMD","leg_tot",0.00267578366661139,0,0.000292804240472433
45,0,3,"direct","Cancer","leg_tot",0.000300004192493713,0,5.82776755233507e-05
45,0,3,"medBMI","CMD","leg_tot",0.00290271845667992,0,0.000403840236673657
