"age","outcome","pathway","riskfactor","V1","V2","V3"
35,"DIAB","medBMI","dairy_tot",0,0,0
35,"DIAB","medSBP","dairy_tot",0,0,0
45,"DIAB","direct","dairy_tot",0,0,0
45,"DIAB","medBMI","dairy_tot",0,0,0
45,"DIAB","medSBP","dairy_tot",0,0,0
55,"DIAB","direct","dairy_tot",0,0,0
55,"DIAB","medBMI","dairy_tot",0,0,0
55,"DIAB","medSBP","dairy_tot",0,0,0
65,"DIAB","direct","dairy_tot",0,0,0
65,"DIAB","medBMI","dairy_tot",0,0,0
65,"DIAB","medSBP","dairy_tot",0,0,0
75,"DIAB","direct","dairy_tot",0,0,0
75,"DIAB","medBMI","dairy_tot",0,0,0
75,"DIAB","medSBP","dairy_tot",0,0,0
25,"ECA","direct","dairy_tot",0,0,0
25,"ECA","medBMI","dairy_tot",0,0,0
25,"ECA","medSBP","dairy_tot",0,0,0
35,"ECA","direct","dairy_tot",0,0,0
35,"ECA","medBMI","dairy_tot",0,0,0
35,"ECA","medSBP","dairy_tot",0,0,0
45,"ECA","direct","dairy_tot",0,0,0
45,"ECA","medBMI","dairy_tot",0,0,0
45,"ECA","medSBP","dairy_tot",0,0,0
55,"ECA","direct","dairy_tot",0,0,0
55,"ECA","medBMI","dairy_tot",0,0,0
55,"ECA","medSBP","dairy_tot",0,0,0
65,"ECA","direct","dairy_tot",0,0,0
65,"ECA","medBMI","dairy_tot",0,0,0
65,"ECA","medSBP","dairy_tot",0,0,0
75,"ECA","direct","dairy_tot",0,0,0
75,"ECA","medBMI","dairy_tot",0,0,0
75,"ECA","medSBP","dairy_tot",0,0,0
25,"ENDO","direct","dairy_tot",0,0,0
25,"ENDO","medBMI","dairy_tot",0,0,0
25,"ENDO","medSBP","dairy_tot",0,0,0
35,"ENDO","direct","dairy_tot",0,0,0
35,"ENDO","medBMI","dairy_tot",0,0,0
35,"ENDO","medSBP","dairy_tot",0,0,0
45,"ENDO","direct","dairy_tot",0,0,0
45,"ENDO","medBMI","dairy_tot",0,0,0
45,"ENDO","medSBP","dairy_tot",0,0,0
55,"ENDO","direct","dairy_tot",0,0,0
55,"ENDO","medBMI","dairy_tot",0,0,0
55,"ENDO","medSBP","dairy_tot",0,0,0
65,"ENDO","direct","dairy_tot",0,0,0
65,"ENDO","medBMI","dairy_tot",0,0,0
65,"ENDO","medSBP","dairy_tot",0,0,0
75,"ENDO","direct","dairy_tot",0,0,0
75,"ENDO","medBMI","dairy_tot",0,0,0
75,"ENDO","medSBP","dairy_tot",0,0,0
25,"GC","direct","dairy_tot",0,0,0
25,"GC","medBMI","dairy_tot",0,0,0
25,"GC","medSBP","dairy_tot",0,0,0
35,"GC","direct","dairy_tot",0,0,0
35,"GC","medBMI","dairy_tot",0,0,0
35,"GC","medSBP","dairy_tot",0,0,0
45,"GC","direct","dairy_tot",0,0,0
45,"GC","medBMI","dairy_tot",0,0,0
45,"GC","medSBP","dairy_tot",0,0,0
55,"GC","direct","dairy_tot",0,0,0
55,"GC","medBMI","dairy_tot",0,0,0
55,"GC","medSBP","dairy_tot",0,0,0
65,"GC","direct","dairy_tot",0,0,0
65,"GC","medBMI","dairy_tot",0,0,0
65,"GC","medSBP","dairy_tot",0,0,0
75,"GC","direct","dairy_tot",0,0,0
75,"GC","medBMI","dairy_tot",0,0,0
75,"GC","medSBP","dairy_tot",0,0,0
25,"HHD","direct","dairy_tot",0,0,0
25,"HHD","medBMI","dairy_tot",0,0,0
25,"HHD","medSBP","dairy_tot",0,0,0
35,"HHD","direct","dairy_tot",0,0,0
35,"HHD","medBMI","dairy_tot",0,0,0
35,"HHD","medSBP","dairy_tot",0,0,0
45,"HHD","direct","dairy_tot",0,0,0
45,"HHD","medBMI","dairy_tot",0,0,0
45,"HHD","medSBP","dairy_tot",0,0,0
55,"HHD","direct","dairy_tot",0,0,0
55,"HHD","medBMI","dairy_tot",0,0,0
55,"HHD","medSBP","dairy_tot",0,0,0
65,"HHD","direct","dairy_tot",0,0,0
65,"HHD","medBMI","dairy_tot",0,0,0
65,"HHD","medSBP","dairy_tot",0,0,0
75,"HHD","direct","dairy_tot",0,0,0
75,"HHD","medBMI","dairy_tot",0,0,0
75,"HHD","medSBP","dairy_tot",0,0,0
25,"HSTK","direct","dairy_tot",0,0,0
25,"HSTK","medBMI","dairy_tot",0,0,0
25,"HSTK","medSBP","dairy_tot",0,0,0
35,"HSTK","direct","dairy_tot",0,0,0
35,"HSTK","medBMI","dairy_tot",0,0,0
35,"HSTK","medSBP","dairy_tot",0,0,0
45,"HSTK","direct","dairy_tot",0,0,0
45,"HSTK","medBMI","dairy_tot",0,0,0
45,"HSTK","medSBP","dairy_tot",0,0,0
55,"HSTK","direct","dairy_tot",0,0,0
55,"HSTK","medBMI","dairy_tot",0,0,0
55,"HSTK","medSBP","dairy_tot",0,0,0
65,"HSTK","direct","dairy_tot",0,0,0
65,"HSTK","medBMI","dairy_tot",0,0,0
65,"HSTK","medSBP","dairy_tot",0,0,0
75,"HSTK","direct","dairy_tot",0,0,0
75,"HSTK","medBMI","dairy_tot",0,0,0
75,"HSTK","medSBP","dairy_tot",0,0,0
25,"IHD","direct","dairy_tot",0,0,0
25,"IHD","medBMI","dairy_tot",0,0,0
25,"IHD","medSBP","dairy_tot",0,0,0
35,"IHD","direct","dairy_tot",0,0,0
35,"IHD","medBMI","dairy_tot",0,0,0
35,"IHD","medSBP","dairy_tot",0,0,0
45,"IHD","direct","dairy_tot",0,0,0
45,"IHD","medBMI","dairy_tot",0,0,0
45,"IHD","medSBP","dairy_tot",0,0,0
55,"IHD","direct","dairy_tot",0,0,0
55,"IHD","medBMI","dairy_tot",0,0,0
55,"IHD","medSBP","dairy_tot",0,0,0
65,"IHD","direct","dairy_tot",0,0,0
65,"IHD","medBMI","dairy_tot",0,0,0
65,"IHD","medSBP","dairy_tot",0,0,0
75,"IHD","direct","dairy_tot",0,0,0
75,"IHD","medBMI","dairy_tot",0,0,0
75,"IHD","medSBP","dairy_tot",0,0,0
25,"ISTK","direct","dairy_tot",0,0,0
25,"ISTK","medBMI","dairy_tot",0,0,0
25,"ISTK","medSBP","dairy_tot",0,0,0
35,"ISTK","direct","dairy_tot",0,0,0
35,"ISTK","medBMI","dairy_tot",0,0,0
35,"ISTK","medSBP","dairy_tot",0,0,0
45,"ISTK","direct","dairy_tot",0,0,0
45,"ISTK","medBMI","dairy_tot",0,0,0
45,"ISTK","medSBP","dairy_tot",0,0,0
55,"ISTK","direct","dairy_tot",0,0,0
55,"ISTK","medBMI","dairy_tot",0,0,0
55,"ISTK","medSBP","dairy_tot",0,0,0
65,"ISTK","direct","dairy_tot",0,0,0
65,"ISTK","medBMI","dairy_tot",0,0,0
65,"ISTK","medSBP","dairy_tot",0,0,0
75,"ISTK","direct","dairy_tot",0,0,0
75,"ISTK","medBMI","dairy_tot",0,0,0
75,"ISTK","medSBP","dairy_tot",0,0,0
25,"KC","direct","dairy_tot",0,0,0
25,"KC","medBMI","dairy_tot",0,0,0
25,"KC","medSBP","dairy_tot",0,0,0
35,"KC","direct","dairy_tot",0,0,0
35,"KC","medBMI","dairy_tot",0,0,0
35,"KC","medSBP","dairy_tot",0,0,0
45,"KC","direct","dairy_tot",0,0,0
45,"KC","medBMI","dairy_tot",0,0,0
45,"KC","medSBP","dairy_tot",0,0,0
55,"KC","direct","dairy_tot",0,0,0
55,"KC","medBMI","dairy_tot",0,0,0
55,"KC","medSBP","dairy_tot",0,0,0
65,"KC","direct","dairy_tot",0,0,0
65,"KC","medBMI","dairy_tot",0,0,0
65,"KC","medSBP","dairy_tot",0,0,0
75,"KC","direct","dairy_tot",0,0,0
75,"KC","medBMI","dairy_tot",0,0,0
75,"KC","medSBP","dairy_tot",0,0,0
25,"LC","direct","dairy_tot",0,0,0
25,"LC","medBMI","dairy_tot",0,0,0
25,"LC","medSBP","dairy_tot",0,0,0
35,"LC","direct","dairy_tot",0,0,0
35,"LC","medBMI","dairy_tot",0,0,0
35,"LC","medSBP","dairy_tot",0,0,0
45,"LC","direct","dairy_tot",0,0,0
45,"LC","medBMI","dairy_tot",0,0,0
45,"LC","medSBP","dairy_tot",0,0,0
55,"LC","direct","dairy_tot",0,0,0
55,"LC","medBMI","dairy_tot",0,0,0
55,"LC","medSBP","dairy_tot",0,0,0
65,"LC","direct","dairy_tot",0,0,0
65,"LC","medBMI","dairy_tot",0,0,0
65,"LC","medSBP","dairy_tot",0,0,0
75,"LC","direct","dairy_tot",0,0,0
75,"LC","medBMI","dairy_tot",0,0,0
75,"LC","medSBP","dairy_tot",0,0,0
25,"LVC","direct","dairy_tot",0,0,0
25,"LVC","medBMI","dairy_tot",0,0,0
25,"LVC","medSBP","dairy_tot",0,0,0
35,"LVC","direct","dairy_tot",0,0,0
35,"LVC","medBMI","dairy_tot",0,0,0
35,"LVC","medSBP","dairy_tot",0,0,0
45,"LVC","direct","dairy_tot",0,0,0
45,"LVC","medBMI","dairy_tot",0,0,0
45,"LVC","medSBP","dairy_tot",0,0,0
55,"LVC","direct","dairy_tot",0,0,0
55,"LVC","medBMI","dairy_tot",0,0,0
55,"LVC","medSBP","dairy_tot",0,0,0
65,"LVC","direct","dairy_tot",0,0,0
65,"LVC","medBMI","dairy_tot",0,0,0
65,"LVC","medSBP","dairy_tot",0,0,0
75,"LVC","direct","dairy_tot",0,0,0
75,"LVC","medBMI","dairy_tot",0,0,0
75,"LVC","medSBP","dairy_tot",0,0,0
25,"MLPC","direct","dairy_tot",0,0,0
25,"MLPC","medBMI","dairy_tot",0,0,0
25,"MLPC","medSBP","dairy_tot",0,0,0
35,"MLPC","direct","dairy_tot",0,0,0
35,"MLPC","medBMI","dairy_tot",0,0,0
35,"MLPC","medSBP","dairy_tot",0,0,0
45,"MLPC","direct","dairy_tot",0,0,0
45,"MLPC","medBMI","dairy_tot",0,0,0
45,"MLPC","medSBP","dairy_tot",0,0,0
55,"MLPC","direct","dairy_tot",0,0,0
55,"MLPC","medBMI","dairy_tot",0,0,0
55,"MLPC","medSBP","dairy_tot",0,0,0
65,"MLPC","direct","dairy_tot",0,0,0
65,"MLPC","medBMI","dairy_tot",0,0,0
65,"MLPC","medSBP","dairy_tot",0,0,0
75,"MLPC","direct","dairy_tot",0,0,0
75,"MLPC","medBMI","dairy_tot",0,0,0
75,"MLPC","medSBP","dairy_tot",0,0,0
25,"MMC","direct","dairy_tot",0,0,0
25,"MMC","medBMI","dairy_tot",0,0,0
25,"MMC","medSBP","dairy_tot",0,0,0
35,"MMC","direct","dairy_tot",0,0,0
35,"MMC","medBMI","dairy_tot",0,0,0
35,"MMC","medSBP","dairy_tot",0,0,0
45,"MMC","direct","dairy_tot",0,0,0
45,"MMC","medBMI","dairy_tot",0,0,0
45,"MMC","medSBP","dairy_tot",0,0,0
55,"MMC","direct","dairy_tot",0,0,0
55,"MMC","medBMI","dairy_tot",0,0,0
55,"MMC","medSBP","dairy_tot",0,0,0
65,"MMC","direct","dairy_tot",0,0,0
65,"MMC","medBMI","dairy_tot",0,0,0
65,"MMC","medSBP","dairy_tot",0,0,0
75,"MMC","direct","dairy_tot",0,0,0
75,"MMC","medBMI","dairy_tot",0,0,0
75,"MMC","medSBP","dairy_tot",0,0,0
25,"OC","direct","dairy_tot",0,0,0
25,"OC","medBMI","dairy_tot",0,0,0
25,"OC","medSBP","dairy_tot",0,0,0
35,"OC","direct","dairy_tot",0,0,0
35,"OC","medBMI","dairy_tot",0,0,0
35,"OC","medSBP","dairy_tot",0,0,0
45,"OC","direct","dairy_tot",0,0,0
45,"OC","medBMI","dairy_tot",0,0,0
45,"OC","medSBP","dairy_tot",0,0,0
55,"OC","direct","dairy_tot",0,0,0
55,"OC","medBMI","dairy_tot",0,0,0
55,"OC","medSBP","dairy_tot",0,0,0
65,"OC","direct","dairy_tot",0,0,0
65,"OC","medBMI","dairy_tot",0,0,0
65,"OC","medSBP","dairy_tot",0,0,0
75,"OC","direct","dairy_tot",0,0,0
75,"OC","medBMI","dairy_tot",0,0,0
75,"OC","medSBP","dairy_tot",0,0,0
25,"OSTK","direct","dairy_tot",0,0,0
25,"OSTK","medBMI","dairy_tot",0,0,0
25,"OSTK","medSBP","dairy_tot",0,0,0
35,"OSTK","direct","dairy_tot",0,0,0
35,"OSTK","medBMI","dairy_tot",0,0,0
35,"OSTK","medSBP","dairy_tot",0,0,0
45,"OSTK","direct","dairy_tot",0,0,0
45,"OSTK","medBMI","dairy_tot",0,0,0
45,"OSTK","medSBP","dairy_tot",0,0,0
55,"OSTK","direct","dairy_tot",0,0,0
55,"OSTK","medBMI","dairy_tot",0,0,0
55,"OSTK","medSBP","dairy_tot",0,0,0
65,"OSTK","direct","dairy_tot",0,0,0
65,"OSTK","medBMI","dairy_tot",0,0,0
65,"OSTK","medSBP","dairy_tot",0,0,0
75,"OSTK","direct","dairy_tot",0,0,0
75,"OSTK","medBMI","dairy_tot",0,0,0
75,"OSTK","medSBP","dairy_tot",0,0,0
25,"OTH","direct","dairy_tot",0,0,0
25,"OTH","medBMI","dairy_tot",0,0,0
25,"OTH","medSBP","dairy_tot",0,0,0
35,"OTH","direct","dairy_tot",0,0,0
35,"OTH","medBMI","dairy_tot",0,0,0
35,"OTH","medSBP","dairy_tot",0,0,0
45,"OTH","direct","dairy_tot",0,0,0
45,"OTH","medBMI","dairy_tot",0,0,0
45,"OTH","medSBP","dairy_tot",0,0,0
55,"OTH","direct","dairy_tot",0,0,0
55,"OTH","medBMI","dairy_tot",0,0,0
55,"OTH","medSBP","dairy_tot",0,0,0
65,"OTH","direct","dairy_tot",0,0,0
65,"OTH","medBMI","dairy_tot",0,0,0
65,"OTH","medSBP","dairy_tot",0,0,0
75,"OTH","direct","dairy_tot",0,0,0
75,"OTH","medBMI","dairy_tot",0,0,0
75,"OTH","medSBP","dairy_tot",0,0,0
25,"PC","direct","dairy_tot",0,0,0
25,"PC","medBMI","dairy_tot",0,0,0
25,"PC","medSBP","dairy_tot",0,0,0
35,"PC","direct","dairy_tot",0,0,0
35,"PC","medBMI","dairy_tot",0,0,0
35,"PC","medSBP","dairy_tot",0,0,0
45,"PC","direct","dairy_tot",0,0,0
45,"PC","medBMI","dairy_tot",0,0,0
45,"PC","medSBP","dairy_tot",0,0,0
55,"PC","direct","dairy_tot",0,0,0
55,"PC","medBMI","dairy_tot",0,0,0
55,"PC","medSBP","dairy_tot",0,0,0
65,"PC","direct","dairy_tot",0,0,0
65,"PC","medBMI","dairy_tot",0,0,0
65,"PC","medSBP","dairy_tot",0,0,0
75,"PC","direct","dairy_tot",0,0,0
75,"PC","medBMI","dairy_tot",0,0,0
75,"PC","medSBP","dairy_tot",0,0,0
25,"PVD","direct","dairy_tot",0,0,0
25,"PVD","medBMI","dairy_tot",0,0,0
25,"PVD","medSBP","dairy_tot",0,0,0
35,"PVD","direct","dairy_tot",0,0,0
35,"PVD","medBMI","dairy_tot",0,0,0
35,"PVD","medSBP","dairy_tot",0,0,0
45,"PVD","direct","dairy_tot",0,0,0
45,"PVD","medBMI","dairy_tot",0,0,0
45,"PVD","medSBP","dairy_tot",0,0,0
55,"PVD","direct","dairy_tot",0,0,0
55,"PVD","medBMI","dairy_tot",0,0,0
55,"PVD","medSBP","dairy_tot",0,0,0
65,"PVD","direct","dairy_tot",0,0,0
65,"PVD","medBMI","dairy_tot",0,0,0
65,"PVD","medSBP","dairy_tot",0,0,0
75,"PVD","direct","dairy_tot",0,0,0
75,"PVD","medBMI","dairy_tot",0,0,0
75,"PVD","medSBP","dairy_tot",0,0,0
25,"RHD","direct","dairy_tot",0,0,0
25,"RHD","medBMI","dairy_tot",0,0,0
25,"RHD","medSBP","dairy_tot",0,0,0
35,"RHD","direct","dairy_tot",0,0,0
35,"RHD","medBMI","dairy_tot",0,0,0
35,"RHD","medSBP","dairy_tot",0,0,0
45,"RHD","direct","dairy_tot",0,0,0
45,"RHD","medBMI","dairy_tot",0,0,0
45,"RHD","medSBP","dairy_tot",0,0,0
55,"RHD","direct","dairy_tot",0,0,0
55,"RHD","medBMI","dairy_tot",0,0,0
55,"RHD","medSBP","dairy_tot",0,0,0
65,"RHD","direct","dairy_tot",0,0,0
65,"RHD","medBMI","dairy_tot",0,0,0
65,"RHD","medSBP","dairy_tot",0,0,0
75,"RHD","direct","dairy_tot",0,0,0
75,"RHD","medBMI","dairy_tot",0,0,0
75,"RHD","medSBP","dairy_tot",0,0,0
25,"SCC","direct","dairy_tot",0,0,0
25,"SCC","medBMI","dairy_tot",0,0,0
25,"SCC","medSBP","dairy_tot",0,0,0
35,"SCC","direct","dairy_tot",0,0,0
35,"SCC","medBMI","dairy_tot",0,0,0
35,"SCC","medSBP","dairy_tot",0,0,0
45,"SCC","direct","dairy_tot",0,0,0
45,"SCC","medBMI","dairy_tot",0,0,0
45,"SCC","medSBP","dairy_tot",0,0,0
55,"SCC","direct","dairy_tot",0,0,0
55,"SCC","medBMI","dairy_tot",0,0,0
55,"SCC","medSBP","dairy_tot",0,0,0
65,"SCC","direct","dairy_tot",0,0,0
65,"SCC","medBMI","dairy_tot",0,0,0
65,"SCC","medSBP","dairy_tot",0,0,0
75,"SCC","direct","dairy_tot",0,0,0
75,"SCC","medBMI","dairy_tot",0,0,0
75,"SCC","medSBP","dairy_tot",0,0,0
25,"SCNC","direct","dairy_tot",0,0,0
25,"SCNC","medBMI","dairy_tot",0,0,0
25,"SCNC","medSBP","dairy_tot",0,0,0
35,"SCNC","direct","dairy_tot",0,0,0
35,"SCNC","medBMI","dairy_tot",0,0,0
35,"SCNC","medSBP","dairy_tot",0,0,0
45,"SCNC","direct","dairy_tot",0,0,0
45,"SCNC","medBMI","dairy_tot",0,0,0
45,"SCNC","medSBP","dairy_tot",0,0,0
55,"SCNC","direct","dairy_tot",0,0,0
55,"SCNC","medBMI","dairy_tot",0,0,0
55,"SCNC","medSBP","dairy_tot",0,0,0
65,"SCNC","direct","dairy_tot",0,0,0
65,"SCNC","medBMI","dairy_tot",0,0,0
65,"SCNC","medSBP","dairy_tot",0,0,0
75,"SCNC","direct","dairy_tot",0,0,0
75,"SCNC","medBMI","dairy_tot",0,0,0
75,"SCNC","medSBP","dairy_tot",0,0,0
25,"TC","direct","dairy_tot",0,0,0
25,"TC","medBMI","dairy_tot",0,0,0
25,"TC","medSBP","dairy_tot",0,0,0
35,"TC","direct","dairy_tot",0,0,0
35,"TC","medBMI","dairy_tot",0,0,0
35,"TC","medSBP","dairy_tot",0,0,0
45,"TC","direct","dairy_tot",0,0,0
45,"TC","medBMI","dairy_tot",0,0,0
45,"TC","medSBP","dairy_tot",0,0,0
55,"TC","direct","dairy_tot",0,0,0
55,"TC","medBMI","dairy_tot",0,0,0
55,"TC","medSBP","dairy_tot",0,0,0
65,"TC","direct","dairy_tot",0,0,0
65,"TC","medBMI","dairy_tot",0,0,0
65,"TC","medSBP","dairy_tot",0,0,0
75,"TC","direct","dairy_tot",0,0,0
75,"TC","medBMI","dairy_tot",0,0,0
75,"TC","medSBP","dairy_tot",0,0,0
25,"UC","direct","dairy_tot",0,0,0
25,"UC","medBMI","dairy_tot",0,0,0
25,"UC","medSBP","dairy_tot",0,0,0
35,"UC","direct","dairy_tot",0,0,0
35,"UC","medBMI","dairy_tot",0,0,0
35,"UC","medSBP","dairy_tot",0,0,0
45,"UC","direct","dairy_tot",0,0,0
45,"UC","medBMI","dairy_tot",0,0,0
45,"UC","medSBP","dairy_tot",0,0,0
55,"UC","direct","dairy_tot",0,0,0
55,"UC","medBMI","dairy_tot",0,0,0
55,"UC","medSBP","dairy_tot",0,0,0
65,"UC","direct","dairy_tot",0,0,0
65,"UC","medBMI","dairy_tot",0,0,0
65,"UC","medSBP","dairy_tot",0,0,0
75,"UC","direct","dairy_tot",0,0,0
75,"UC","medBMI","dairy_tot",0,0,0
75,"UC","medSBP","dairy_tot",0,0,0
25,"AA","direct","leg_tot",0,0,0
25,"AA","medBMI","leg_tot",1.38763532876128,1.4295391985431,1.4178458494387
25,"AA","medSBP","leg_tot",0,0,0
35,"AA","direct","leg_tot",0,0,0
35,"AA","medBMI","leg_tot",2.85385357783705,3.41478148256507,2.74517765157344
35,"AA","medSBP","leg_tot",0,0,0
45,"AA","direct","leg_tot",0,0,0
45,"AA","medBMI","leg_tot",5.15595684364538,4.61566605227602,3.38266155462234
45,"AA","medSBP","leg_tot",0,0,0
55,"AA","direct","leg_tot",0,0,0
55,"AA","medBMI","leg_tot",6.8607188270388,6.98944340681263,8.43990583289698
55,"AA","medSBP","leg_tot",0,0,0
65,"AA","direct","leg_tot",0,0,0
65,"AA","medBMI","leg_tot",11.5308390054394,11.8691509591433,10.3423496715125
65,"AA","medSBP","leg_tot",0,0,0
75,"AA","direct","leg_tot",0,0,0
75,"AA","medBMI","leg_tot",21.1074885347694,21.3107615965288,20.2368646722255
75,"AA","medSBP","leg_tot",0,0,0
25,"AFF","direct","leg_tot",0,0,0
25,"AFF","medBMI","leg_tot",0.122622505841944,0.0753236092930712,0.105631807764728
25,"AFF","medSBP","leg_tot",0,0,0
35,"AFF","direct","leg_tot",0,0,0
35,"AFF","medBMI","leg_tot",0.413554530596805,0.613566404634871,0.368326554890058
35,"AFF","medSBP","leg_tot",0,0,0
45,"AFF","direct","leg_tot",0,0,0
45,"AFF","medBMI","leg_tot",1.49248822084517,2.04465184732798,1.53358497982602
45,"AFF","medSBP","leg_tot",0,0,0
55,"AFF","direct","leg_tot",0,0,0
55,"AFF","medBMI","leg_tot",7.14813291727542,5.68193249782371,5.60484537956687
55,"AFF","medSBP","leg_tot",0,0,0
65,"AFF","direct","leg_tot",0,0,0
65,"AFF","medBMI","leg_tot",16.9354073561041,15.5473081109076,17.275459983893
65,"AFF","medSBP","leg_tot",0,0,0
75,"AFF","direct","leg_tot",0,0,0
75,"AFF","medBMI","leg_tot",102.12583369958,89.25477897853,87.3858668508768
75,"AFF","medSBP","leg_tot",0,0,0
25,"APCA","direct","leg_tot",0,0,0
25,"APCA","medBMI","leg_tot",0.00726775692318856,0.00922583006325565,0.00989045136116846
25,"APCA","medSBP","leg_tot",0,0,0
35,"APCA","direct","leg_tot",0,0,0
35,"APCA","medBMI","leg_tot",0.161003738259815,0.0507581443890836,0.127723823372244
