"age","female","race","pathway","disease_type2","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct","Cancer","dairy_tot",57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.0210931999294395,0.00373404532659203,0.0222189716940294,0.0171904518065761,0.0240390420524014,2.22189716940294,1.71904518065761,2.40390420524014,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"direct","Cancer","leg_tot",3.51487066858775,1.69102952832431,4.02774181879345,1.74682666184456,4.8469741976561,0.00129696245605287,0.000620484276941571,0.00151963602976988,0.000642057215575583,0.00176259515887071,0.151963602976988,0.0642057215575583,0.176259515887071,0.0182161879749029,0.0087639388937869,0.0208741968065068,0.00905311342352115,0.0251199550194213
25,0,1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","HHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","HHD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","HSTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","HSTK","leg_tot",2.93706075554101,0.354238823122746,3.09405786929105,2.55958521012589,3.1810887542686,0.0421649659423905,0.00766797726380853,0.0436489846402271,0.0343527266214292,0.0487157893701908,4.36489846402271,3.43527266214292,4.87157893701908,0.0152216271553861,0.00183588006457291,0.0160352812568432,0.0132653203266135,0.0164863279979201
25,0,1,"direct","IHD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","IHD","leg_tot",4.93679748617409,1.19866611536738,4.74141713412805,3.89250377780104,6.14716449378628,0.0123534854186947,0.00332816242943655,0.0119046478014828,0.00940412511661066,0.0156843576954089,1.19046478014828,0.940412511661066,1.56843576954089,0.0255854736863784,0.00621221357355149,0.0245728944039369,0.0201733113946787,0.0318583283681534
25,0,1,"direct","ISTK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
