"age","disease_type3","riskfactor","V1","V2","V3"
25,"All_HD","dairy_tot",0,0,0
25,"All_STK","dairy_tot",0,0,0
25,"Cancer","dairy_tot",0.0131479660268021,0.0129077027371341,0.0116583524829231
25,"DIAB","dairy_tot",0,0,0
25,"Other_CVD","dairy_tot",0,0,0
35,"All_HD","dairy_tot",0,0,0
35,"All_STK","dairy_tot",0,0,0
35,"Cancer","dairy_tot",0.0180822338563286,0.0173923705190069,0.0190280932310734
35,"DIAB","dairy_tot",0,0,0
35,"Other_CVD","dairy_tot",0,0,0
45,"All_HD","dairy_tot",0,0,0
45,"All_STK","dairy_tot",0,0,0
45,"Cancer","dairy_tot",0.0159675597343327,0.0145559449252707,0.0129746212472045
45,"DIAB","dairy_tot",0,0,0
45,"Other_CVD","dairy_tot",0,0,0
55,"All_HD","dairy_tot",0,0,0
55,"All_STK","dairy_tot",0,0,0
55,"Cancer","dairy_tot",0.00939916259338048,0.0098730769503961,0.011046267253219
55,"DIAB","dairy_tot",0,0,0
55,"Other_CVD","dairy_tot",0,0,0
65,"All_HD","dairy_tot",0,0,0
65,"All_STK","dairy_tot",0,0,0
65,"Cancer","dairy_tot",0.00913841550896923,0.0090245941862014,0.0098092672168032
65,"DIAB","dairy_tot",0,0,0
65,"Other_CVD","dairy_tot",0,0,0
75,"All_HD","dairy_tot",0,0,0
75,"All_STK","dairy_tot",0,0,0
75,"Cancer","dairy_tot",0.0129973087168146,0.0100569184485462,0.0102768412620751
75,"DIAB","dairy_tot",0,0,0
75,"Other_CVD","dairy_tot",0,0,0
25,"All_HD","leg_tot",0.0209740228309931,0.0168159784905018,0.0160941667026429
25,"All_STK","leg_tot",0.0460911804176369,0.0418534435343908,0.051673461275309
25,"Cancer","leg_tot",0.00227941767608081,0.00208494899538483,0.00208595784792492
25,"DIAB","leg_tot",0.0162475963446397,0.0241561616890834,0.021117736412421
25,"Other_CVD","leg_tot",0.0116464396828171,0.00942372209612502,0.00817177917118281
35,"All_HD","leg_tot",0.0176559750045566,0.0201139996215009,0.0137270364915612
35,"All_STK","leg_tot",0.0422584663362094,0.044099137720836,0.0386627148847463
35,"Cancer","leg_tot",0.00227048714322364,0.00310596738662627,0.00281962359448428
35,"DIAB","leg_tot",0.0251779471116822,0.025017417162658,0.018640796422685
35,"Other_CVD","leg_tot",0.00826819604838163,0.00888991949399595,0.00744462875349558
45,"All_HD","leg_tot",0.0164184060251845,0.0159132760909584,0.0137496522949721
45,"All_STK","leg_tot",0.0387622598115539,0.041565780578924,0.0374625712452293
45,"Cancer","leg_tot",0.00336830604540833,0.00354512658232951,0.00291213790106058
45,"DIAB","leg_tot",0.020778623277391,0.0234055308261211,0.0194086076843803
45,"Other_CVD","leg_tot",0.0079418500784635,0.00812825854826597,0.00579070424038094
55,"All_HD","leg_tot",0.0126059807754341,0.00994944620866439,0.0132342284627277
55,"All_STK","leg_tot",0.0292800124987172,0.0252059134286321,0.0288236292258329
55,"Cancer","leg_tot",0.00244969823415123,0.0022143199460168,0.00263456865981162
55,"DIAB","leg_tot",0.0115585534143088,0.0107268475396872,0.0130157325166999
55,"Other_CVD","leg_tot",0.00658517644786935,0.00549004807529774,0.00466030560188727
65,"All_HD","leg_tot",0.0139553859910602,0.0155880451762875,0.0136919997168975
65,"All_STK","leg_tot",0.030534050239335,0.0292893930987822,0.0260375233450627
65,"Cancer","leg_tot",0.00307652550000191,0.00249708399453853,0.00283495083522982
65,"DIAB","leg_tot",0.0135442406876878,0.0173251034612679,0.0112111102806815
65,"Other_CVD","leg_tot",0.00591537057738937,0.00511848702303508,0.00473205219529876
75,"All_HD","leg_tot",0.00808821607450271,0.00673690666339975,0.00718105310289764
75,"All_STK","leg_tot",0.0164746111809643,0.0192896625273421,0.016753019949942
75,"Cancer","leg_tot",0.00224292562451247,0.00254258766619158,0.00198523157680882
75,"DIAB","leg_tot",0.00828577755058039,0.00808531665105528,0.00963469878759575
75,"Other_CVD","leg_tot",0.00339371244779621,0.00455601409936732,0.00382413592418423
