"age","female","pathway","disease_type2","riskfactor","V1","V2","V3"
25,0,"direct","Cancer","dairy_tot",0.022495555381205,0.0216531263408914,0.0168236970307108
25,0,"direct","DIAB","dairy_tot",0,0,0
25,0,"direct","HHD","dairy_tot",0,0,0
25,0,"direct","HSTK","dairy_tot",0,0,0
25,0,"direct","IHD","dairy_tot",0,0,0
25,0,"direct","ISTK","dairy_tot",0,0,0
25,0,"direct","OSTK","dairy_tot",0,0,0
25,0,"direct","Other_CVD","dairy_tot",0,0,0
25,0,"medBMI","Cancer","dairy_tot",0,0,0
25,0,"medBMI","DIAB","dairy_tot",0,0,0
25,0,"medBMI","HHD","dairy_tot",0,0,0
25,0,"medBMI","HSTK","dairy_tot",0,0,0
25,0,"medBMI","IHD","dairy_tot",0,0,0
25,0,"medBMI","ISTK","dairy_tot",0,0,0
25,0,"medBMI","OSTK","dairy_tot",0,0,0
25,0,"medBMI","Other_CVD","dairy_tot",0,0,0
25,0,"medSBP","Cancer","dairy_tot",0,0,0
25,0,"medSBP","DIAB","dairy_tot",0,0,0
25,0,"medSBP","HHD","dairy_tot",0,0,0
25,0,"medSBP","HSTK","dairy_tot",0,0,0
25,0,"medSBP","IHD","dairy_tot",0,0,0
25,0,"medSBP","ISTK","dairy_tot",0,0,0
25,0,"medSBP","OSTK","dairy_tot",0,0,0
25,0,"medSBP","Other_CVD","dairy_tot",0,0,0
25,1,"direct","Cancer","dairy_tot",0.00920358411763099,0.00952266198679237,0.00961817778513424
25,1,"direct","DIAB","dairy_tot",0,0,0
25,1,"direct","HHD","dairy_tot",0,0,0
25,1,"direct","HSTK","dairy_tot",0,0,0
25,1,"direct","IHD","dairy_tot",0,0,0
25,1,"direct","ISTK","dairy_tot",0,0,0
25,1,"direct","OSTK","dairy_tot",0,0,0
25,1,"direct","Other_CVD","dairy_tot",0,0,0
25,1,"medBMI","Cancer","dairy_tot",0,0,0
25,1,"medBMI","DIAB","dairy_tot",0,0,0
25,1,"medBMI","HHD","dairy_tot",0,0,0
25,1,"medBMI","HSTK","dairy_tot",0,0,0
25,1,"medBMI","IHD","dairy_tot",0,0,0
25,1,"medBMI","ISTK","dairy_tot",0,0,0
25,1,"medBMI","OSTK","dairy_tot",0,0,0
25,1,"medBMI","Other_CVD","dairy_tot",0,0,0
25,1,"medSBP","Cancer","dairy_tot",0,0,0
25,1,"medSBP","DIAB","dairy_tot",0,0,0
25,1,"medSBP","HHD","dairy_tot",0,0,0
25,1,"medSBP","HSTK","dairy_tot",0,0,0
25,1,"medSBP","IHD","dairy_tot",0,0,0
25,1,"medSBP","ISTK","dairy_tot",0,0,0
25,1,"medSBP","OSTK","dairy_tot",0,0,0
25,1,"medSBP","Other_CVD","dairy_tot",0,0,0
35,0,"direct","Cancer","dairy_tot",0.0251809163010293,0.0259181062160224,0.0279708701325448
35,0,"direct","DIAB","dairy_tot",0,0,0
35,0,"direct","HHD","dairy_tot",0,0,0
35,0,"direct","HSTK","dairy_tot",0,0,0
