"age","pathway","disease_type1","riskfactor","V1","V2","V3"
25,"direct","CMD","dairy_tot",0,0,0
25,"medBMI","CMD","dairy_tot",0,0,0
25,"medSBP","CMD","dairy_tot",0,0,0
35,"direct","CMD","dairy_tot",0,0,0
35,"medBMI","CMD","dairy_tot",0,0,0
35,"medSBP","CMD","dairy_tot",0,0,0
45,"direct","CMD","dairy_tot",0,0,0
45,"medBMI","CMD","dairy_tot",0,0,0
45,"medSBP","CMD","dairy_tot",0,0,0
55,"direct","CMD","dairy_tot",0,0,0
55,"medBMI","CMD","dairy_tot",0,0,0
55,"medSBP","CMD","dairy_tot",0,0,0
65,"direct","CMD","dairy_tot",0,0,0
65,"medBMI","CMD","dairy_tot",0,0,0
65,"medSBP","CMD","dairy_tot",0,0,0
75,"direct","CMD","dairy_tot",0,0,0
75,"medBMI","CMD","dairy_tot",0,0,0
75,"medSBP","CMD","dairy_tot",0,0,0
25,"direct","Cancer","dairy_tot",200.504246856993,203.692948693895,175.021189095082
25,"medBMI","Cancer","dairy_tot",0,0,0
25,"medSBP","Cancer","dairy_tot",0,0,0
35,"direct","Cancer","dairy_tot",542.989581367523,505.410129128514,562.671730744856
35,"medBMI","Cancer","dairy_tot",0,0,0
35,"medSBP","Cancer","dairy_tot",0,0,0
45,"direct","Cancer","dairy_tot",1550.22410530668,1421.73580776971,1246.10705509031
45,"medBMI","Cancer","dairy_tot",0,0,0
45,"medSBP","Cancer","dairy_tot",0,0,0
55,"direct","Cancer","dairy_tot",2806.31715638394,2929.97447415364,3280.5168517034
55,"medBMI","Cancer","dairy_tot",0,0,0
55,"medSBP","Cancer","dairy_tot",0,0,0
65,"direct","Cancer","dairy_tot",2797.94659423475,2764.68905944211,3029.20998894604
65,"medBMI","Cancer","dairy_tot",0,0,0
65,"medSBP","Cancer","dairy_tot",0,0,0
75,"direct","Cancer","dairy_tot",3447.59348315076,2672.458017163,2719.6661590529
75,"medBMI","Cancer","dairy_tot",0,0,0
75,"medSBP","Cancer","dairy_tot",0,0,0
25,"direct","CMD","leg_tot",29.9267651635206,28.4493326343588,32.0922245473606
25,"medBMI","CMD","leg_tot",60.3312564777008,55.7152686371019,48.1411858251738
25,"medSBP","CMD","leg_tot",0,0,0
35,"direct","CMD","leg_tot",103.585646020075,121.236769727977,97.9154650844558
35,"medBMI","CMD","leg_tot",149.509138166578,154.831573103935,111.325973429081
35,"medSBP","CMD","leg_tot",0,0,0
45,"direct","CMD","leg_tot",329.228194158767,369.172219233582,308.662541831572
45,"medBMI","CMD","leg_tot",396.403434303357,377.141109898029,334.004279943731
45,"medSBP","CMD","leg_tot",0,0,0
55,"direct","CMD","leg_tot",585.778995711271,535.416404897612,732.164510594508
55,"medBMI","CMD","leg_tot",742.850110264901,567.341222244468,627.262231259326
55,"medSBP","CMD","leg_tot",0,0,0
65,"direct","CMD","leg_tot",1144.88064762415,1309.03512501176,1041.59113079927
65,"medBMI","CMD","leg_tot",1071.11707536403,1072.07973893778,985.092505491861
65,"medSBP","CMD","leg_tot",0,0,0
75,"direct","CMD","leg_tot",2221.76853836618,2107.35924824496,2050.7169658537
75,"medBMI","CMD","leg_tot",1969.5153127016,2137.24128385363,2044.43956569371
75,"medSBP","CMD","leg_tot",0,0,0
25,"direct","Cancer","leg_tot",11.8797896932617,8.35603441652206,12.3948879291833
25,"medBMI","Cancer","leg_tot",22.8809423837333,24.5459790087271,18.9205851173564
25,"medSBP","Cancer","leg_tot",0,0,0
35,"direct","Cancer","leg_tot",19.2610703586915,31.3722178093415,20.5755114492199
35,"medBMI","Cancer","leg_tot",48.9191596502164,58.8850232164421,62.8023903032619
35,"medSBP","Cancer","leg_tot",0,0,0
45,"direct","Cancer","leg_tot",101.469913909585,111.190587333056,77.2725635956367
45,"medBMI","Cancer","leg_tot",225.544940740678,235.075727293056,202.414643820097
45,"medSBP","Cancer","leg_tot",0,0,0
55,"direct","Cancer","leg_tot",188.760044803939,199.285956477556,200.346830180762
55,"medBMI","Cancer","leg_tot",542.648749773526,457.844637362109,582.066512476964
55,"medSBP","Cancer","leg_tot",0,0,0
65,"direct","Cancer","leg_tot",282.826221033573,290.003183662131,302.831933819621
65,"medBMI","Cancer","leg_tot",659.126356670748,474.979779313022,572.632175623588
65,"medSBP","Cancer","leg_tot",0,0,0
75,"direct","Cancer","leg_tot",189.363772255566,199.352539754514,166.524815573052
75,"medBMI","Cancer","leg_tot",405.582145760315,476.297643511684,358.847426698983
75,"medSBP","Cancer","leg_tot",0,0,0
