"age","female","race","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","All_HD","leg_tot",4.93679748617409,1.19866611536738,4.74141713412805,3.89250377780104,6.14716449378628,0.00855799194619468,0.00225862128822706,0.0082325187834117,0.00656740205182263,0.0108252340289323,0.82325187834117,0.656740205182263,1.08252340289323,0.0255854736863784,0.00621221357355149,0.0245728944039369,0.0201733113946787,0.0318583283681534
25,0,1,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","All_STK","leg_tot",5.02554393071644,0.629558414221555,5.33350957885405,4.35289887035352,5.43641819016239,0.0401285663898685,0.00642395343058682,0.0414451410900691,0.0335631621911498,0.0455748820934168,4.14451410900691,3.35631621911498,4.55748820934168,0.0260454114958504,0.00326275288508679,0.0276414759503476,0.0225593575225234,0.0281748106828549
25,0,1,"direct","Cancer","dairy_tot",57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.0210931999294395,0.00373404532659203,0.0222189716940294,0.0171904518065761,0.0240390420524014,2.22189716940294,1.71904518065761,2.40390420524014,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"direct","Cancer","leg_tot",3.51487066858775,1.69102952832431,4.02774181879345,1.74682666184456,4.8469741976561,0.00129696245605287,0.000620484276941571,0.00151963602976988,0.000642057215575583,0.00176259515887071,0.151963602976988,0.0642057215575583,0.176259515887071,0.0182161879749029,0.0087639388937869,0.0208741968065068,0.00905311342352115,0.0251199550194213
25,0,1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","All_HD","leg_tot",6.05475371041833,0.926022238783609,5.68607047247817,5.38566963212776,7.03721854095804,0.0104376811516436,0.00137220106689685,0.0100188783980773,0.00935844182006301,0.0118729028237555,1.00188783980773,0.935844182006301,1.18729028237555,0.0313793997362175,0.0047992079257358,0.0294686599683124,0.027911800928079,0.0364711273470752
25,0,1,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","All_STK","leg_tot",1.31838934541905,0.0244350980362773,1.30826936962585,1.3010215122718,1.3443591579905,0.0104961300497838,0.000432239327067443,0.0104613815062886,0.0101012672139021,0.0109205291476363,1.04613815062886,1.01012672139021,1.09205291476363,0.00683269184123692,0.000126637472892524,0.00678024399927285,0.00674268121405954,0.00696728313408377
25,0,1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","Cancer","leg_tot",3.69436514211267,0.210445667179855,3.67606290656035,3.50278806723371,3.90149911721109,0.00136247081383269,7.36602021288793e-05,0.00138695027929648,0.0012850506701332,0.00141908341188796,0.138695027929648,0.12850506701332,0.141908341188796,0.0191464370163277,0.00109065686715362,0.0190515837501289,0.0181535686189596,0.0202199306899649
25,0,1,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
