"age","female","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","All_HD","leg_tot",8.87554198299141,0.638581552029114,8.61036997860938,8.42217299313099,9.55430717657655,0.00748569379465217,0.000502031995642353,0.00725287600944261,0.00714786545199443,0.00802141725473803,0.725287600944261,0.714786545199443,0.802141725473803,0.0259872410672049,0.00186974190032024,0.0252108277715036,0.0246597943316167,0.0279746391041392
25,0,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","All_STK","leg_tot",9.64540565302986,1.3252638047408,9.51005997668526,8.44886088261923,10.9569942483334,0.0358903503173884,0.00526240782904025,0.0340345068029559,0.0319186623626176,0.0414395052594267,3.40345068029559,3.19186623626176,4.14395052594267,0.0282413718933012,0.00388032077786791,0.0278450850270668,0.024737935432074,0.0320816521908275
25,0,"direct","Cancer","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0203241262509357,0.00306058412992428,0.0216531263408914,0.0170651684962198,0.0224534339291893,2.16531263408914,1.70651684962198,2.24534339291893,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"direct","Cancer","leg_tot",5.79837895335889,1.95257683661942,6.92178335483064,3.71264402864879,6.929220136818,0.00132147039550092,0.00045014017152282,0.00153127898683207,0.000841054603818801,0.00162354888455156,0.153127898683207,0.0841054603818801,0.162354888455156,0.016977427626246,0.00571706889029522,0.0202667119373283,0.0108704770428788,0.0202884865451934
25,0,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
