"age","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","All_HD","leg_tot",11.7358951691279,0.542011943288672,11.4308326036605,11.4159452003434,12.3151483185596,0.00739577495684599,0.000216801779803355,0.00745985046273948,0.00716944190653956,0.00756764382714294,0.745985046273948,0.716944190653956,0.756764382714294,0.0174198025398582,0.000804518180357531,0.016966992628372,0.0169448949849986,0.0182795985194811
25,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","All_STK","leg_tot",18.4202122792855,2.29564753879157,18.4959325598602,16.2080559422573,20.5680063778252,0.036809899183567,0.00499288484528283,0.0358951114586139,0.0325155335679694,0.0418818343653749,3.58951114586139,3.25155335679694,4.18818343653749,0.0273414559369543,0.00340747137313024,0.0274538489258882,0.0240579120723417,0.0305294657609731
25,"direct","Cancer","dairy_tot",193.07279488199,15.7142390355253,200.504246856993,176.295341983177,203.53351360205,0.0125713404156197,0.000799744856831133,0.0129077027371341,0.0117208199956336,0.0131359528623187,1.29077027371341,1.17208199956336,1.31359528623187,0.286581459206469,0.0233249306608561,0.297612098465205,0.26167838088076,0.302108494162251
25,"direct","Cancer","leg_tot",10.876904012989,2.1982764134558,11.8797896932617,8.53222218035904,12.3691330173873,0.000711385700290747,0.000159225926054266,0.000779011286498897,0.000541983921892087,0.000823305730412478,0.0779011286498897,0.0541983921892087,0.0823305730412478,0.0161447863516781,0.00326294164173873,0.0176333877978087,0.0126645324848363,0.0183597289893088
25,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","All_HD","leg_tot",16.7933605872228,4.6743205224927,15.0865100764574,13.306052958091,21.7314911505052,0.0105656143845333,0.00283463120969386,0.00924266132839023,0.00866473349432775,0.0135910053724604,0.924266132839023,0.866473349432775,1.35910053724604,0.0249266903967921,0.00693817892341319,0.0223931811557753,0.0197504162890428,0.0322564473594056
25,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","All_STK","leg_tot",4.87714427404211,0.329309696761288,4.73400027011563,4.64814915779938,5.22781179362234,0.0097294625588785,0.000404569174123845,0.00951578248698162,0.00947849854344841,0.0101620546354209,0.951578248698162,0.947849854344841,1.01620546354209,0.00723923390485833,0.000488800369240902,0.00702676265769489,0.00689933229104419,0.00775973607876139
25,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","Cancer","leg_tot",22.1158355032723,2.88968951829851,22.8809423837333,19.1186029806752,24.4627271774774,0.00143872247283944,0.000156931639182503,0.00150040638958191,0.00127232510892024,0.00155268850752754,0.150040638958191,0.127232510892024,0.155268850752754,0.0328269366690004,0.00428921868207167,0.0339625987201218,0.0283780899506839,0.0363104706438637
25,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","DIAB","leg_tot",16.5940351375846,2.84751115676846,16.1669645246445,14.0933202008297,19.4577600953388,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.00422661257331561,0.0239969193342009,0.0209189713687338,0.0288815070213278
25,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medBMI","Other_CVD","leg_tot",16.4646969811427,2.45307793734223,16.2637984283115,14.2255235583567,18.8746341738351,0.00974731365004165,0.00175978692974528,0.00942372209612502,0.00823437631742993,0.0115353038034825,0.942372209612502,0.823437631742993,1.15353038034825,0.0244388490316941,0.00364114817553878,0.0241406516577036,0.0211152032155627,0.0280159626157176
25,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
