"age","female","outcome","riskfactor","V1","V2","V3"
55,1,"KC","dairy_tot",0,0,0
65,1,"KC","dairy_tot",0,0,0
75,1,"KC","dairy_tot",0,0,0
25,0,"LC","dairy_tot",0,0,0
35,0,"LC","dairy_tot",0,0,0
45,0,"LC","dairy_tot",0,0,0
55,0,"LC","dairy_tot",0,0,0
65,0,"LC","dairy_tot",0,0,0
75,0,"LC","dairy_tot",0,0,0
25,1,"LC","dairy_tot",0,0,0
35,1,"LC","dairy_tot",0,0,0
45,1,"LC","dairy_tot",0,0,0
55,1,"LC","dairy_tot",0,0,0
65,1,"LC","dairy_tot",0,0,0
75,1,"LC","dairy_tot",0,0,0
25,0,"LVC","dairy_tot",0,0,0
35,0,"LVC","dairy_tot",0,0,0
45,0,"LVC","dairy_tot",0,0,0
55,0,"LVC","dairy_tot",0,0,0
65,0,"LVC","dairy_tot",0,0,0
75,0,"LVC","dairy_tot",0,0,0
25,1,"LVC","dairy_tot",0,0,0
35,1,"LVC","dairy_tot",0,0,0
45,1,"LVC","dairy_tot",0,0,0
55,1,"LVC","dairy_tot",0,0,0
65,1,"LVC","dairy_tot",0,0,0
75,1,"LVC","dairy_tot",0,0,0
25,0,"MLPC","dairy_tot",0,0,0
35,0,"MLPC","dairy_tot",0,0,0
45,0,"MLPC","dairy_tot",0,0,0
55,0,"MLPC","dairy_tot",0,0,0
65,0,"MLPC","dairy_tot",0,0,0
75,0,"MLPC","dairy_tot",0,0,0
25,1,"MLPC","dairy_tot",0,0,0
35,1,"MLPC","dairy_tot",0,0,0
45,1,"MLPC","dairy_tot",0,0,0
55,1,"MLPC","dairy_tot",0,0,0
65,1,"MLPC","dairy_tot",0,0,0
75,1,"MLPC","dairy_tot",0,0,0
25,0,"MMC","dairy_tot",0,0,0
35,0,"MMC","dairy_tot",0,0,0
45,0,"MMC","dairy_tot",0,0,0
55,0,"MMC","dairy_tot",0,0,0
65,0,"MMC","dairy_tot",0,0,0
75,0,"MMC","dairy_tot",0,0,0
25,1,"MMC","dairy_tot",0,0,0
35,1,"MMC","dairy_tot",0,0,0
45,1,"MMC","dairy_tot",0,0,0
55,1,"MMC","dairy_tot",0,0,0
65,1,"MMC","dairy_tot",0,0,0
75,1,"MMC","dairy_tot",0,0,0
25,0,"OC","dairy_tot",0,0,0
35,0,"OC","dairy_tot",0,0,0
45,0,"OC","dairy_tot",0,0,0
55,0,"OC","dairy_tot",0,0,0
65,0,"OC","dairy_tot",0,0,0
75,0,"OC","dairy_tot",0,0,0
25,1,"OC","dairy_tot",0,0,0
35,1,"OC","dairy_tot",0,0,0
45,1,"OC","dairy_tot",0,0,0
55,1,"OC","dairy_tot",0,0,0
65,1,"OC","dairy_tot",0,0,0
75,1,"OC","dairy_tot",0,0,0
25,0,"OSTK","dairy_tot",0,0,0
35,0,"OSTK","dairy_tot",0,0,0
45,0,"OSTK","dairy_tot",0,0,0
55,0,"OSTK","dairy_tot",0,0,0
65,0,"OSTK","dairy_tot",0,0,0
75,0,"OSTK","dairy_tot",0,0,0
25,1,"OSTK","dairy_tot",0,0,0
35,1,"OSTK","dairy_tot",0,0,0
45,1,"OSTK","dairy_tot",0,0,0
55,1,"OSTK","dairy_tot",0,0,0
65,1,"OSTK","dairy_tot",0,0,0
75,1,"OSTK","dairy_tot",0,0,0
25,0,"OTH","dairy_tot",0,0,0
35,0,"OTH","dairy_tot",0,0,0
45,0,"OTH","dairy_tot",0,0,0
55,0,"OTH","dairy_tot",0,0,0
65,0,"OTH","dairy_tot",0,0,0
75,0,"OTH","dairy_tot",0,0,0
25,1,"OTH","dairy_tot",0,0,0
35,1,"OTH","dairy_tot",0,0,0
45,1,"OTH","dairy_tot",0,0,0
55,1,"OTH","dairy_tot",0,0,0
65,1,"OTH","dairy_tot",0,0,0
75,1,"OTH","dairy_tot",0,0,0
25,0,"PC","dairy_tot",0,0,0
35,0,"PC","dairy_tot",0,0,0
45,0,"PC","dairy_tot",0,0,0
55,0,"PC","dairy_tot",0,0,0
65,0,"PC","dairy_tot",0,0,0
75,0,"PC","dairy_tot",0,0,0
25,1,"PC","dairy_tot",0,0,0
35,1,"PC","dairy_tot",0,0,0
45,1,"PC","dairy_tot",0,0,0
55,1,"PC","dairy_tot",0,0,0
65,1,"PC","dairy_tot",0,0,0
75,1,"PC","dairy_tot",0,0,0
25,0,"PVD","dairy_tot",0,0,0
35,0,"PVD","dairy_tot",0,0,0
45,0,"PVD","dairy_tot",0,0,0
55,0,"PVD","dairy_tot",0,0,0
65,0,"PVD","dairy_tot",0,0,0
75,0,"PVD","dairy_tot",0,0,0
25,1,"PVD","dairy_tot",0,0,0
35,1,"PVD","dairy_tot",0,0,0
45,1,"PVD","dairy_tot",0,0,0
55,1,"PVD","dairy_tot",0,0,0
65,1,"PVD","dairy_tot",0,0,0
75,1,"PVD","dairy_tot",0,0,0
25,0,"RHD","dairy_tot",0,0,0
35,0,"RHD","dairy_tot",0,0,0
45,0,"RHD","dairy_tot",0,0,0
55,0,"RHD","dairy_tot",0,0,0
65,0,"RHD","dairy_tot",0,0,0
75,0,"RHD","dairy_tot",0,0,0
25,1,"RHD","dairy_tot",0,0,0
35,1,"RHD","dairy_tot",0,0,0
45,1,"RHD","dairy_tot",0,0,0
55,1,"RHD","dairy_tot",0,0,0
65,1,"RHD","dairy_tot",0,0,0
75,1,"RHD","dairy_tot",0,0,0
25,0,"SCC","dairy_tot",0,0,0
35,0,"SCC","dairy_tot",0,0,0
45,0,"SCC","dairy_tot",0,0,0
55,0,"SCC","dairy_tot",0,0,0
65,0,"SCC","dairy_tot",0,0,0
75,0,"SCC","dairy_tot",0,0,0
25,1,"SCC","dairy_tot",0,0,0
35,1,"SCC","dairy_tot",0,0,0
45,1,"SCC","dairy_tot",0,0,0
55,1,"SCC","dairy_tot",0,0,0
65,1,"SCC","dairy_tot",0,0,0
75,1,"SCC","dairy_tot",0,0,0
25,0,"SCNC","dairy_tot",0,0,0
35,0,"SCNC","dairy_tot",0,0,0
45,0,"SCNC","dairy_tot",0,0,0
55,0,"SCNC","dairy_tot",0,0,0
65,0,"SCNC","dairy_tot",0,0,0
75,0,"SCNC","dairy_tot",0,0,0
25,1,"SCNC","dairy_tot",0,0,0
35,1,"SCNC","dairy_tot",0,0,0
45,1,"SCNC","dairy_tot",0,0,0
55,1,"SCNC","dairy_tot",0,0,0
65,1,"SCNC","dairy_tot",0,0,0
75,1,"SCNC","dairy_tot",0,0,0
25,0,"TC","dairy_tot",0,0,0
35,0,"TC","dairy_tot",0,0,0
45,0,"TC","dairy_tot",0,0,0
55,0,"TC","dairy_tot",0,0,0
65,0,"TC","dairy_tot",0,0,0
75,0,"TC","dairy_tot",0,0,0
25,1,"TC","dairy_tot",0,0,0
35,1,"TC","dairy_tot",0,0,0
45,1,"TC","dairy_tot",0,0,0
55,1,"TC","dairy_tot",0,0,0
65,1,"TC","dairy_tot",0,0,0
75,1,"TC","dairy_tot",0,0,0
25,0,"UC","dairy_tot",0,0,0
35,0,"UC","dairy_tot",0,0,0
45,0,"UC","dairy_tot",0,0,0
55,0,"UC","dairy_tot",0,0,0
65,0,"UC","dairy_tot",0,0,0
75,0,"UC","dairy_tot",0,0,0
25,1,"UC","dairy_tot",0,0,0
35,1,"UC","dairy_tot",0,0,0
45,1,"UC","dairy_tot",0,0,0
55,1,"UC","dairy_tot",0,0,0
65,1,"UC","dairy_tot",0,0,0
75,1,"UC","dairy_tot",0,0,0
25,0,"AA","leg_tot",0.950896040543883,0.985544328569695,0.995764142277513
35,0,"AA","leg_tot",2.39574334670186,2.47854431750674,1.93228729595444
45,0,"AA","leg_tot",3.65527623055323,3.40935903650754,1.96968504031097
55,0,"AA","leg_tot",4.03209660184047,4.58222962317457,6.6394938069646
65,0,"AA","leg_tot",8.02053808528642,9.05798144945237,7.26344175430612
75,0,"AA","leg_tot",10.7731878803945,11.6243340820295,7.38166984932717
25,1,"AA","leg_tot",0.4367392882174,0.443994869973403,0.422081707161192
35,1,"AA","leg_tot",0.458110231135194,0.936237165058323,0.812890355619
45,1,"AA","leg_tot",1.50068061309216,1.20630701576847,1.41297651431138
55,1,"AA","leg_tot",2.82862222519833,2.40721378363806,1.80041202593238
65,1,"AA","leg_tot",3.51030092015302,2.81116950969093,3.0789079172064
75,1,"AA","leg_tot",10.3343006543749,9.68642751449927,12.8551948228984
25,0,"AFF","leg_tot",0.122622505841944,0.0753236092930712,0.105631807764728
35,0,"AFF","leg_tot",0.254337993667869,0.341595491672829,0.257610524208871
45,0,"AFF","leg_tot",1.00536459830316,1.55294203829621,0.834463790683738
55,0,"AFF","leg_tot",4.66888058161514,3.92042027482155,3.86270400171335
65,0,"AFF","leg_tot",9.04305435755015,10.3977187637128,11.1767703274566
75,0,"AFF","leg_tot",37.9958630732123,36.5458408465972,39.3035242073775
25,1,"AFF","leg_tot",0,0,0
35,1,"AFF","leg_tot",0.159216536928936,0.271970912962042,0.110716030681187
45,1,"AFF","leg_tot",0.487123622542005,0.491709809031768,0.699121189142282
55,1,"AFF","leg_tot",2.47925233566027,1.76151222300217,1.74214137785351
65,1,"AFF","leg_tot",7.89235299855399,5.14958934719484,6.0986896564364
75,1,"AFF","leg_tot",64.1299706263673,52.7089381319328,48.0823426434993
25,0,"APCA","leg_tot",0.00726775692318856,0.00922583006325565,0.00989045136116846
35,0,"APCA","leg_tot",0.161003738259815,0.0507581443890836,0.127723823372244
45,0,"APCA","leg_tot",1.47295937496134,2.68170326597896,1.65768975537675
55,0,"APCA","leg_tot",4.23491691109411,11.1528694319103,14.7174943865621
65,0,"APCA","leg_tot",17.446646395489,2.81149222647567,8.8132057168674
75,0,"APCA","leg_tot",3.23385924373582,12.8025770186804,8.29781424413875
25,1,"APCA","leg_tot",0,0,0
35,1,"APCA","leg_tot",0,0,0
45,1,"APCA","leg_tot",0,0,0
55,1,"APCA","leg_tot",0,0,0
65,1,"APCA","leg_tot",0,0,0
75,1,"APCA","leg_tot",0,0,0
25,0,"BC","leg_tot",0,0,0
35,0,"BC","leg_tot",0,0,0
45,0,"BC","leg_tot",0,0,0
55,0,"BC","leg_tot",0,0,0
65,0,"BC","leg_tot",0,0,0
75,0,"BC","leg_tot",0,0,0
25,1,"BC","leg_tot",0,0,0
35,1,"BC","leg_tot",0,0,0
45,1,"BC","leg_tot",39.5724518793229,39.6423216905831,45.6603592074639
55,1,"BC","leg_tot",156.998259562512,131.323641379633,150.378397987676
65,1,"BC","leg_tot",202.764588671583,89.6972646147852,158.34129974887
75,1,"BC","leg_tot",101.087441248783,149.445188582488,94.6599092452047
25,0,"CC","leg_tot",1.11570847766048,0.29954171492689,1.26638586953019
35,0,"CC","leg_tot",4.19400916862315,2.72362121538038,0.735870268348553
45,0,"CC","leg_tot",5.58867890516348,10.4981036894995,6.16767791276785
55,0,"CC","leg_tot",11.5545246700545,18.9647921052792,21.8635024457148
65,0,"CC","leg_tot",13.6390999281791,18.1585119801108,0.476613987384418
75,0,"CC","leg_tot",21.9705700033934,7.5119334789743,9.96009398479007
25,1,"CC","leg_tot",1.6372689512889,1.30549905165216,0.868068150915048
35,1,"CC","leg_tot",4.59788440168296,4.03475143473826,3.64613361045395
45,1,"CC","leg_tot",2.93299543435475,17.2172930251151,6.54004647854605
55,1,"CC","leg_tot",1.34521145350542,4.25683458113204,8.86265787452604
65,1,"CC","leg_tot",36.4314794963632,4.94869640348521,18.3601074042206
75,1,"CC","leg_tot",13.5495936567609,22.7573473175409,4.61401516398221
25,0,"CM","leg_tot",5.94030393182206,4.50879110765983,3.82453999054574
35,0,"CM","leg_tot",5.94315079006464,5.94126160217187,4.93718306128275
45,0,"CM","leg_tot",10.9113402657607,9.08286324796028,6.24420536303745
55,0,"CM","leg_tot",14.8543986955529,11.4634552004828,8.41687524253489
65,0,"CM","leg_tot",16.3733366716083,9.84849471703338,11.6624485625951
75,0,"CM","leg_tot",15.4447523889555,21.7351809650066,17.4644989861457
25,1,"CM","leg_tot",2.07744253110167,1.76070197379517,1.63292688209838
35,1,"CM","leg_tot",2.22675251682076,2.74684650652709,3.00613597335781
45,1,"CM","leg_tot",4.89035116644797,4.82687641109201,4.78934327333663
55,1,"CM","leg_tot",8.17541831738174,6.20784265898802,4.90769344189165
65,1,"CM","leg_tot",6.31142226880346,6.84448543743887,7.2994429033268
75,1,"CM","leg_tot",7.17378613247019,19.6444354803979,12.2961569601871
25,0,"DIAB","leg_tot",9.13260598205648,10.9521352299431,9.03613730596097
35,0,"DIAB","leg_tot",36.597227646263,30.9462938010112,28.0969181945008
45,0,"DIAB","leg_tot",78.73458366509,87.9487239317048,46.5619478896094
55,0,"DIAB","leg_tot",88.9982826244992,69.3182573465802,96.6867910113455
65,0,"DIAB","leg_tot",181.583120146276,245.898826829253,117.679127310594
75,0,"DIAB","leg_tot",107.839587740662,134.37897567689,122.424834340729
25,1,"DIAB","leg_tot",4.85157504383557,8.67882463227432,7.13082721868349
35,1,"DIAB","leg_tot",14.9971466973301,20.1582953180996,9.97419368430566
45,1,"DIAB","leg_tot",38.0056689079788,44.9127137338658,63.5558017896766
55,1,"DIAB","leg_tot",64.3742059483194,71.4059907726338,72.3894646637217
65,1,"DIAB","leg_tot",69.8194426038095,78.1570426101894,91.3092854580875
75,1,"DIAB","leg_tot",161.137019732922,125.792251384131,187.083296292952
25,0,"ECA","leg_tot",0.404384958531459,0.482258446996997,0.149240643360375
35,0,"ECA","leg_tot",1.48882327146269,0.852994248755444,0.717775975288413
45,0,"ECA","leg_tot",5.92037447716191,5.95010450473262,5.14837883636875
55,0,"ECA","leg_tot",19.1871278034501,17.2241688295367,15.3999372088678
65,0,"ECA","leg_tot",20.3869329622994,28.3151085560736,22.7281496325387
75,0,"ECA","leg_tot",13.0263182253152,22.0470758230729,7.89113226477007
25,1,"ECA","leg_tot",0.0868999017223296,0.00200455616226374,0.0485822101198767
35,1,"ECA","leg_tot",0.0639648187190891,0.0388632495056838,0.0745024362418427
45,1,"ECA","leg_tot",1.21657624245288,0.742562774637754,0.876753679125892
55,1,"ECA","leg_tot",1.77921360185515,1.71255558725051,2.29624719694205
65,1,"ECA","leg_tot",2.82402256103881,2.4212902009853,2.80387820899947
75,1,"ECA","leg_tot",4.91278267054345,3.58142673246837,4.34873014207891
25,0,"ENDO","leg_tot",0.681098109165374,0.687640698101978,1.05152279883282
35,0,"ENDO","leg_tot",1.55312835244924,1.60109825040814,0.576620948953678
45,0,"ENDO","leg_tot",0.959355859267291,1.2215503690344,0.850894892514123
55,0,"ENDO","leg_tot",1.31278141028325,1.10278858825164,0.844718217377417
65,0,"ENDO","leg_tot",0.865720700926594,1.38097174891926,0.785688936487033
75,0,"ENDO","leg_tot",1.09364790845386,0.93176606474936,1.20858007482866
25,1,"ENDO","leg_tot",1.11355943331011,1.00008712357216,0.597262661691474
35,1,"ENDO","leg_tot",0.571633856949018,0.412313533570463,0.692316070781235
45,1,"ENDO","leg_tot",0.54248958129252,0.645585799604487,0.544973071242795
55,1,"ENDO","leg_tot",0.782231079343806,0.496488064099762,0.62131412410884
65,1,"ENDO","leg_tot",0.611953387315857,0.619470085255581,0.685404317396712
75,1,"ENDO","leg_tot",1.16865867839532,0.68281263440959,1.11225875468928
25,0,"GC","leg_tot",0.0121863872061921,0.00204196207278478,0.0268887807408126
35,0,"GC","leg_tot",0.0889647256355554,0.0297754223348038,0.118175143947569
45,0,"GC","leg_tot",0.329101175845271,0.270759965214115,0.281580452677637
55,0,"GC","leg_tot",0.759536083568276,0.405938420503319,0.657572652331074
65,0,"GC","leg_tot",1.42742110180113,0.847623779150576,1.72051836264368
75,0,"GC","leg_tot",1.61389416780302,1.51193067178116,1.57919785053119
25,1,"GC","leg_tot",0.037923390163272,0.0730770838922907,0.0233898879740982
35,1,"GC","leg_tot",0.422992545962296,0.128481713228227,0.317689541598357
45,1,"GC","leg_tot",0.50903915899051,0.60559454944639,1.38579015495954
55,1,"GC","leg_tot",2.7647250197603,1.80824736196126,1.40817649407168
65,1,"GC","leg_tot",2.39586099183145,2.01600388032192,2.66536682842652
75,1,"GC","leg_tot",3.12660417466128,5.06559481885165,3.70788889752728
25,0,"HHD","leg_tot",7.79885667550145,5.08969635083985,3.01618060930323
35,0,"HHD","leg_tot",18.6278825671784,18.9893517944518,3.627311982527
45,0,"HHD","leg_tot",49.3938027624922,25.3513862963955,23.1887276300528
55,0,"HHD","leg_tot",55.9958104154807,35.1859860771271,58.6096771117112
65,0,"HHD","leg_tot",77.27882116365,47.019334437434,70.4210123067057
75,0,"HHD","leg_tot",91.200129284992,116.398343350111,78.4782551966031
25,1,"HHD","leg_tot",1.89217643818276,2.17234033967333,2.50997007113726
35,1,"HHD","leg_tot",11.9292818274282,5.92948550434954,4.30066459199501
45,1,"HHD","leg_tot",18.7284383948821,4.62421694288913,13.9080014213237
55,1,"HHD","leg_tot",18.1497838040001,22.7197941220694,31.7610757658871
65,1,"HHD","leg_tot",43.9489504833274,32.8202531180095,20.4942840597588
75,1,"HHD","leg_tot",179.575319153167,164.036213310652,103.902762570866
25,0,"HSTK","leg_tot",6.29771501103164,6.81338481791618,8.19778896627802
35,0,"HSTK","leg_tot",14.5686247165898,17.3337842172494,13.1453583136642
45,0,"HSTK","leg_tot",58.2824073552995,56.3959934400781,38.3335823152172
55,0,"HSTK","leg_tot",71.2880223665157,37.7001616619888,70.1584336251702
65,0,"HSTK","leg_tot",80.4219295573112,105.671065039818,64.1278822365903
75,0,"HSTK","leg_tot",114.784329851403,89.8735352067226,101.113779467499
25,1,"HSTK","leg_tot",4.9065448939055,4.78752756924968,5.59936287699499
35,1,"HSTK","leg_tot",24.429804630064,28.0779175180629,23.2084721717872
45,1,"HSTK","leg_tot",39.755643514407,37.2164131230974,61.5354823078681
55,1,"HSTK","leg_tot",58.23968609431,51.8516324538073,79.3975956953338
65,1,"HSTK","leg_tot",105.045975718398,102.553888648598,59.9247395128436
75,1,"HSTK","leg_tot",241.580373212081,277.349925813827,286.113278383112
25,0,"IHD","leg_tot",18.1675212728717,14.7769686834264,13.9827741515453
35,0,"IHD","leg_tot",58.5888744451973,75.4166070629712,56.3120516471087
45,0,"IHD","leg_tot",245.263951888252,237.616631628981,180.413617838955
55,0,"IHD","leg_tot",463.31723143924,397.033942547503,495.213424540746
65,0,"IHD","leg_tot",648.889889541338,975.892132188624,734.816177039734
75,0,"IHD","leg_tot",938.43709807945,636.647659629627,630.114371739851
25,1,"IHD","leg_tot",5.65350521361219,5.40919595344044,5.11858150951795
35,1,"IHD","leg_tot",18.1713682010554,24.6373577729256,20.8123391235111
45,1,"IHD","leg_tot",57.4797122834238,88.6862166092764,93.2755453910305
55,1,"IHD","leg_tot",193.963303453183,121.945447039547,179.678071732474
65,1,"IHD","leg_tot",377.746739526228,224.621365215655,297.709630263571
75,1,"IHD","leg_tot",764.770562308307,736.671685629992,940.745188945776
25,0,"ISTK","leg_tot",3.41569425813686,2.48723472943328,3.84293482989955
35,0,"ISTK","leg_tot",12.1623670956247,8.3531679070653,5.84234121087982
45,0,"ISTK","leg_tot",22.3110919718826,29.6366591004771,15.5316340226461
55,0,"ISTK","leg_tot",53.2856811399232,43.0353059289507,39.5257205890372
65,0,"ISTK","leg_tot",103.068742832859,87.0225252614468,70.1260794789266
75,0,"ISTK","leg_tot",185.789451577893,124.508341511274,186.019632846165
25,1,"ISTK","leg_tot",4.19172581599998,2.96013612336668,4.05134187291449
35,1,"ISTK","leg_tot",6.12067459898509,4.92993208416559,7.92163054466486
45,1,"ISTK","leg_tot",21.0033480510674,17.9903363333405,23.6647617778834
