"female","outcome","pathway","riskfactor","V1","V2","V3"
0,"PVD","medBMI","dairy_tot",0,0,0
0,"PVD","medSBP","dairy_tot",0,0,0
0,"RHD","direct","dairy_tot",0,0,0
0,"RHD","medBMI","dairy_tot",0,0,0
0,"RHD","medSBP","dairy_tot",0,0,0
0,"SCC","direct","dairy_tot",0,0,0
0,"SCC","medBMI","dairy_tot",0,0,0
0,"SCC","medSBP","dairy_tot",0,0,0
0,"SCNC","direct","dairy_tot",0,0,0
0,"SCNC","medBMI","dairy_tot",0,0,0
0,"SCNC","medSBP","dairy_tot",0,0,0
0,"TC","direct","dairy_tot",0,0,0
0,"TC","medBMI","dairy_tot",0,0,0
0,"TC","medSBP","dairy_tot",0,0,0
0,"UC","direct","dairy_tot",NA,NA,NA
0,"UC","medBMI","dairy_tot",NA,NA,NA
0,"UC","medSBP","dairy_tot",NA,NA,NA
1,"AA","direct","dairy_tot",0,0,0
1,"AA","medBMI","dairy_tot",0,0,0
1,"AA","medSBP","dairy_tot",0,0,0
1,"AFF","direct","dairy_tot",0,0,0
1,"AFF","medBMI","dairy_tot",0,0,0
1,"AFF","medSBP","dairy_tot",0,0,0
1,"APCA","direct","dairy_tot",NA,NA,NA
1,"APCA","medBMI","dairy_tot",NA,NA,NA
1,"APCA","medSBP","dairy_tot",NA,NA,NA
1,"BC","direct","dairy_tot",0,0,0
1,"BC","medBMI","dairy_tot",0,0,0
1,"BC","medSBP","dairy_tot",0,0,0
1,"CC","direct","dairy_tot",0.0798881054666943,0.0776713935913767,0.0739146389217727
1,"CC","medBMI","dairy_tot",0,0,0
1,"CC","medSBP","dairy_tot",0,0,0
1,"CM","direct","dairy_tot",0,0,0
1,"CM","medBMI","dairy_tot",0,0,0
1,"CM","medSBP","dairy_tot",0,0,0
1,"DIAB","direct","dairy_tot",0,0,0
1,"DIAB","medBMI","dairy_tot",0,0,0
1,"DIAB","medSBP","dairy_tot",0,0,0
1,"ECA","direct","dairy_tot",0,0,0
1,"ECA","medBMI","dairy_tot",0,0,0
1,"ECA","medSBP","dairy_tot",0,0,0
1,"ENDO","direct","dairy_tot",0,0,0
1,"ENDO","medBMI","dairy_tot",0,0,0
1,"ENDO","medSBP","dairy_tot",0,0,0
1,"GC","direct","dairy_tot",0,0,0
1,"GC","medBMI","dairy_tot",0,0,0
1,"GC","medSBP","dairy_tot",0,0,0
1,"HHD","direct","dairy_tot",0,0,0
1,"HHD","medBMI","dairy_tot",0,0,0
1,"HHD","medSBP","dairy_tot",0,0,0
1,"HSTK","direct","dairy_tot",0,0,0
1,"HSTK","medBMI","dairy_tot",0,0,0
1,"HSTK","medSBP","dairy_tot",0,0,0
1,"IHD","direct","dairy_tot",0,0,0
1,"IHD","medBMI","dairy_tot",0,0,0
1,"IHD","medSBP","dairy_tot",0,0,0
1,"ISTK","direct","dairy_tot",0,0,0
1,"ISTK","medBMI","dairy_tot",0,0,0
1,"ISTK","medSBP","dairy_tot",0,0,0
1,"KC","direct","dairy_tot",0,0,0
1,"KC","medBMI","dairy_tot",0,0,0
1,"KC","medSBP","dairy_tot",0,0,0
1,"LC","direct","dairy_tot",0,0,0
1,"LC","medBMI","dairy_tot",0,0,0
1,"LC","medSBP","dairy_tot",0,0,0
1,"LVC","direct","dairy_tot",0,0,0
1,"LVC","medBMI","dairy_tot",0,0,0
1,"LVC","medSBP","dairy_tot",0,0,0
1,"MLPC","direct","dairy_tot",0,0,0
1,"MLPC","medBMI","dairy_tot",0,0,0
1,"MLPC","medSBP","dairy_tot",0,0,0
1,"MMC","direct","dairy_tot",0,0,0
1,"MMC","medBMI","dairy_tot",0,0,0
1,"MMC","medSBP","dairy_tot",0,0,0
1,"OC","direct","dairy_tot",0,0,0
1,"OC","medBMI","dairy_tot",0,0,0
1,"OC","medSBP","dairy_tot",0,0,0
1,"OSTK","direct","dairy_tot",0,0,0
1,"OSTK","medBMI","dairy_tot",0,0,0
1,"OSTK","medSBP","dairy_tot",0,0,0
1,"OTH","direct","dairy_tot",0,0,0
1,"OTH","medBMI","dairy_tot",0,0,0
1,"OTH","medSBP","dairy_tot",0,0,0
1,"PC","direct","dairy_tot",0,0,0
1,"PC","medBMI","dairy_tot",0,0,0
1,"PC","medSBP","dairy_tot",0,0,0
1,"PVD","direct","dairy_tot",0,0,0
1,"PVD","medBMI","dairy_tot",0,0,0
1,"PVD","medSBP","dairy_tot",0,0,0
1,"RHD","direct","dairy_tot",0,0,0
1,"RHD","medBMI","dairy_tot",0,0,0
1,"RHD","medSBP","dairy_tot",0,0,0
1,"SCC","direct","dairy_tot",0,0,0
1,"SCC","medBMI","dairy_tot",0,0,0
1,"SCC","medSBP","dairy_tot",0,0,0
1,"SCNC","direct","dairy_tot",0,0,0
1,"SCNC","medBMI","dairy_tot",0,0,0
1,"SCNC","medSBP","dairy_tot",0,0,0
1,"TC","direct","dairy_tot",0,0,0
1,"TC","medBMI","dairy_tot",0,0,0
1,"TC","medSBP","dairy_tot",0,0,0
1,"UC","direct","dairy_tot",0,0,0
1,"UC","medBMI","dairy_tot",0,0,0
1,"UC","medSBP","dairy_tot",0,0,0
0,"AA","direct","leg_tot",0,0,0
0,"AA","medBMI","leg_tot",0.00521874273334942,0.00555087911941349,0.00452191442244471
0,"AA","medSBP","leg_tot",0,0,0
0,"AFF","direct","leg_tot",0,0,0
0,"AFF","medBMI","leg_tot",0.00504407423893411,0.00500721817994943,0.00525229336204217
0,"AFF","medSBP","leg_tot",0,0,0
0,"APCA","direct","leg_tot",0,0,0
0,"APCA","medBMI","leg_tot",0.000542846045907782,0.00059499662247041,0.000694053625972399
0,"APCA","medSBP","leg_tot",0,0,0
0,"BC","direct","leg_tot",NA,NA,NA
0,"BC","medBMI","leg_tot",NA,NA,NA
0,"BC","medSBP","leg_tot",NA,NA,NA
0,"CC","direct","leg_tot",0,0,0
0,"CC","medBMI","leg_tot",0.000772590274917495,0.000789098762124562,0.000533853413459369
0,"CC","medSBP","leg_tot",0,0,0
0,"CM","direct","leg_tot",0,0,0
0,"CM","medBMI","leg_tot",0.00539241864585539,0.00478800835830892,0.00413376996862704
0,"CM","medSBP","leg_tot",0,0,0
0,"DIAB","direct","leg_tot",0,0,0
0,"DIAB","medBMI","leg_tot",0.0122843667819697,0.0141320989688069,0.0103489957130038
0,"DIAB","medSBP","leg_tot",0,0,0
0,"ECA","direct","leg_tot",0,0,0
0,"ECA","medBMI","leg_tot",0.00645247324762915,0.008059962785183,0.00575106891503916
0,"ECA","medSBP","leg_tot",0,0,0
0,"ENDO","direct","leg_tot",0,0,0
0,"ENDO","medBMI","leg_tot",0.00628789912624812,0.00665560156117188,0.00545233039920227
0,"ENDO","medSBP","leg_tot",0,0,0
0,"GC","direct","leg_tot",0,0,0
0,"GC","medBMI","leg_tot",0.00298162091423057,0.00226847885665518,0.0033872624441585
0,"GC","medSBP","leg_tot",0,0,0
0,"HHD","direct","leg_tot",0,0,0
0,"HHD","medBMI","leg_tot",0.0116852820825159,0.0096128580434001,0.00918530559611475
0,"HHD","medSBP","leg_tot",0,0,0
0,"HSTK","direct","leg_tot",0.0165420054323722,0.0146589438248735,0.0146181703822278
0,"HSTK","medBMI","leg_tot",0.0052046467313012,0.00500708976073228,0.00378174880001031
0,"HSTK","medSBP","leg_tot",0,0,0
0,"IHD","direct","leg_tot",0.00543271264164579,0.00579911503841541,0.00558230824148925
0,"IHD","medBMI","leg_tot",0.00570069789779945,0.00506094033285055,0.00428701376104748
0,"IHD","medSBP","leg_tot",0,0,0
0,"ISTK","direct","leg_tot",0.0173648346992355,0.0138192075247381,0.0140171352880247
0,"ISTK","medBMI","leg_tot",0.00486878073142445,0.00346783753293413,0.0046372699337251
0,"ISTK","medSBP","leg_tot",0,0,0
0,"KC","direct","leg_tot",0,0,0
0,"KC","medBMI","leg_tot",0.0045105796063929,0.00479888918489373,0.00495165423125946
0,"KC","medSBP","leg_tot",0,0,0
0,"LC","direct","leg_tot",0,0,0
0,"LC","medBMI","leg_tot",0,0,0
0,"LC","medSBP","leg_tot",0,0,0
0,"LVC","direct","leg_tot",0,0,0
0,"LVC","medBMI","leg_tot",0.00420242342446876,0.00386070592876486,0.00360941399568935
0,"LVC","medSBP","leg_tot",0,0,0
0,"MLPC","direct","leg_tot",0.011886308632174,0.0145916674470158,0.0113910393134583
0,"MLPC","medBMI","leg_tot",0,0,0
0,"MLPC","medSBP","leg_tot",0,0,0
0,"MMC","direct","leg_tot",0,0,0
0,"MMC","medBMI","leg_tot",0.00151274058576181,0.00140584623232153,0.0011127634210802
0,"MMC","medSBP","leg_tot",0,0,0
0,"OC","direct","leg_tot",NA,NA,NA
0,"OC","medBMI","leg_tot",NA,NA,NA
0,"OC","medSBP","leg_tot",NA,NA,NA
0,"OSTK","direct","leg_tot",0.0162714251432351,0.0212205961214943,0.0186443736684463
0,"OSTK","medBMI","leg_tot",0.00425310705290466,0.00442719837575666,0.00383010753618648
0,"OSTK","medSBP","leg_tot",0,0,0
0,"OTH","direct","leg_tot",0,0,0
0,"OTH","medBMI","leg_tot",0.00447370243565745,0.0045836972735877,0.00416267219461531
0,"OTH","medSBP","leg_tot",0,0,0
0,"PC","direct","leg_tot",0,0,0
0,"PC","medBMI","leg_tot",0.00180409678704097,0.00192426639794608,0.0015305125814113
0,"PC","medSBP","leg_tot",0,0,0
0,"PVD","direct","leg_tot",0,0,0
0,"PVD","medBMI","leg_tot",0.00496450901439663,0.00460856742949467,0.00399792194370739
0,"PVD","medSBP","leg_tot",0,0,0
0,"RHD","direct","leg_tot",0,0,0
0,"RHD","medBMI","leg_tot",0.00568183342339509,0.00594142212705755,0.0046502959657455
0,"RHD","medSBP","leg_tot",0,0,0
0,"SCC","direct","leg_tot",0,0,0
0,"SCC","medBMI","leg_tot",0.00461342485952006,0.00317259309582456,0.0045888040651121
0,"SCC","medSBP","leg_tot",0,0,0
0,"SCNC","direct","leg_tot",0,0,0
0,"SCNC","medBMI","leg_tot",0,0,0
0,"SCNC","medSBP","leg_tot",0,0,0
0,"TC","direct","leg_tot",0,0,0
0,"TC","medBMI","leg_tot",0.000947403503648148,0.0010478967145387,0.000976152666732071
0,"TC","medSBP","leg_tot",0,0,0
0,"UC","direct","leg_tot",NA,NA,NA
0,"UC","medBMI","leg_tot",NA,NA,NA
0,"UC","medSBP","leg_tot",NA,NA,NA
1,"AA","direct","leg_tot",0,0,0
1,"AA","medBMI","leg_tot",0.00460487267445639,0.00430968667276869,0.00482618650087302
1,"AA","medSBP","leg_tot",0,0,0
1,"AFF","direct","leg_tot",0,0,0
1,"AFF","medBMI","leg_tot",0.0048673851555111,0.00392648829504905,0.0036730480151746
1,"AFF","medSBP","leg_tot",0,0,0
1,"APCA","direct","leg_tot",NA,NA,NA
1,"APCA","medBMI","leg_tot",NA,NA,NA
1,"APCA","medSBP","leg_tot",NA,NA,NA
1,"BC","direct","leg_tot",0,0,0
1,"BC","medBMI","leg_tot",0.0022936831180797,0.00187434296617548,0.00206795291377308
1,"BC","medSBP","leg_tot",0,0,0
1,"CC","direct","leg_tot",0,0,0
1,"CC","medBMI","leg_tot",0.000883932231050065,0.000803138141968622,0.000634351165748572
1,"CC","medSBP","leg_tot",0,0,0
1,"CM","direct","leg_tot",0,0,0
1,"CM","medBMI","leg_tot",0.0037265267907734,0.00506183728894813,0.00414194041001942
1,"CM","medSBP","leg_tot",0,0,0
1,"DIAB","direct","leg_tot",0,0,0
1,"DIAB","medBMI","leg_tot",0.0110770658041408,0.0110716182212121,0.0136503875691279
1,"DIAB","medSBP","leg_tot",0,0,0
1,"ECA","direct","leg_tot",0,0,0
1,"ECA","medBMI","leg_tot",0.00732906406352593,0.00589508295867278,0.00724780141027558
1,"ECA","medSBP","leg_tot",0,0,0
1,"ENDO","direct","leg_tot",0,0,0
1,"ENDO","medBMI","leg_tot",0.00675236821639355,0.0052110447132578,0.00605930393544246
1,"ENDO","medSBP","leg_tot",0,0,0
1,"GC","direct","leg_tot",0,0,0
1,"GC","medBMI","leg_tot",0.00314248060727973,0.00336104900288947,0.00354505405357856
1,"GC","medSBP","leg_tot",0,0,0
1,"HHD","direct","leg_tot",0,0,0
1,"HHD","medBMI","leg_tot",0.010908991840606,0.00910962922328015,0.00704699297704203
1,"HHD","medSBP","leg_tot",0,0,0
1,"HSTK","direct","leg_tot",0.0219296199492193,0.0219165707870616,0.0225806177516068
1,"HSTK","medBMI","leg_tot",0.00406135341336777,0.00524782435080539,0.00514794503865118
1,"HSTK","medSBP","leg_tot",0,0,0
1,"IHD","direct","leg_tot",0.00556286315769439,0.00345356828124741,0.00439700027076361
1,"IHD","medBMI","leg_tot",0.00384840695651321,0.0045972085422706,0.0058838780905038
1,"IHD","medSBP","leg_tot",0,0,0
1,"ISTK","direct","leg_tot",0.011476945654132,0.0196308539504779,0.0150664390966089
1,"ISTK","medBMI","leg_tot",0.00527080453756188,0.00350636660512965,0.00337153088688647
1,"ISTK","medSBP","leg_tot",0,0,0
1,"KC","direct","leg_tot",0,0,0
1,"KC","medBMI","leg_tot",0.00445190683420622,0.00418360719664625,0.00380569844231529
1,"KC","medSBP","leg_tot",0,0,0
1,"LC","direct","leg_tot",0,0,0
1,"LC","medBMI","leg_tot",0,0,0
1,"LC","medSBP","leg_tot",0,0,0
1,"LVC","direct","leg_tot",0,0,0
1,"LVC","medBMI","leg_tot",0.004114907227784,0.0029774598751001,0.00458556237267943
1,"LVC","medSBP","leg_tot",0,0,0
1,"MLPC","direct","leg_tot",0.016730733074247,0.0125480653192908,0.0176361300892157
1,"MLPC","medBMI","leg_tot",0,0,0
1,"MLPC","medSBP","leg_tot",0,0,0
1,"MMC","direct","leg_tot",0,0,0
1,"MMC","medBMI","leg_tot",0.00149978421794449,0.00136642340345515,0.00145919071275469
1,"MMC","medSBP","leg_tot",0,0,0
1,"OC","direct","leg_tot",0,0,0
1,"OC","medBMI","leg_tot",0.000937255275095026,0.000952473072874532,0.000871906824426043
1,"OC","medSBP","leg_tot",0,0,0
1,"OSTK","direct","leg_tot",0.0169734848231556,0.0172072392510576,0.0139159667687329
1,"OSTK","medBMI","leg_tot",0.00398922170848461,0.00398095069884134,0.00427109632168737
1,"OSTK","medSBP","leg_tot",0,0,0
1,"OTH","direct","leg_tot",0,0,0
1,"OTH","medBMI","leg_tot",0.00371973785832896,0.00667520457008394,0.0042017502223492
1,"OTH","medSBP","leg_tot",0,0,0
1,"PC","direct","leg_tot",0,0,0
1,"PC","medBMI","leg_tot",0.00139182734530134,0.00182570946348675,0.00156521191266939
1,"PC","medSBP","leg_tot",0,0,0
1,"PVD","direct","leg_tot",0,0,0
1,"PVD","medBMI","leg_tot",0.00433576937644763,0.00437123438291806,0.00488796798759946
1,"PVD","medSBP","leg_tot",0,0,0
1,"RHD","direct","leg_tot",0,0,0
1,"RHD","medBMI","leg_tot",0.00409391125392644,0.00388211754670113,0.00419780603004369
1,"RHD","medSBP","leg_tot",0,0,0
1,"SCC","direct","leg_tot",0,0,0
1,"SCC","medBMI","leg_tot",0.00366527377774564,0.00412277309913469,0.00399176488028189
1,"SCC","medSBP","leg_tot",0,0,0
1,"SCNC","direct","leg_tot",0,0,0
1,"SCNC","medBMI","leg_tot",0,0,0
1,"SCNC","medSBP","leg_tot",0,0,0
1,"TC","direct","leg_tot",0,0,0
1,"TC","medBMI","leg_tot",0.00106959425573373,0.000939202592989341,0.00130754090566827
1,"TC","medSBP","leg_tot",0,0,0
1,"UC","direct","leg_tot",0,0,0
1,"UC","medBMI","leg_tot",0.00855766457920368,0.00726027422861978,0.00849775133941786
1,"UC","medSBP","leg_tot",0,0,0
