"age","disease_type2","riskfactor","V1","V2","V3"
25,"Cancer","dairy_tot",0.0131479660268021,0.0129077027371341,0.0116583524829231
25,"DIAB","dairy_tot",0,0,0
25,"HHD","dairy_tot",0,0,0
25,"HSTK","dairy_tot",0,0,0
25,"IHD","dairy_tot",0,0,0
25,"ISTK","dairy_tot",0,0,0
25,"OSTK","dairy_tot",0,0,0
25,"Other_CVD","dairy_tot",0,0,0
35,"Cancer","dairy_tot",0.0180822338563286,0.0173923705190069,0.0190280932310734
35,"DIAB","dairy_tot",0,0,0
35,"HHD","dairy_tot",0,0,0
35,"HSTK","dairy_tot",0,0,0
35,"IHD","dairy_tot",0,0,0
35,"ISTK","dairy_tot",0,0,0
35,"OSTK","dairy_tot",0,0,0
35,"Other_CVD","dairy_tot",0,0,0
45,"Cancer","dairy_tot",0.0159675597343327,0.0145559449252707,0.0129746212472045
45,"DIAB","dairy_tot",0,0,0
45,"HHD","dairy_tot",0,0,0
45,"HSTK","dairy_tot",0,0,0
45,"IHD","dairy_tot",0,0,0
45,"ISTK","dairy_tot",0,0,0
45,"OSTK","dairy_tot",0,0,0
45,"Other_CVD","dairy_tot",0,0,0
55,"Cancer","dairy_tot",0.00939916259338048,0.0098730769503961,0.011046267253219
55,"DIAB","dairy_tot",0,0,0
55,"HHD","dairy_tot",0,0,0
55,"HSTK","dairy_tot",0,0,0
55,"IHD","dairy_tot",0,0,0
55,"ISTK","dairy_tot",0,0,0
55,"OSTK","dairy_tot",0,0,0
55,"Other_CVD","dairy_tot",0,0,0
65,"Cancer","dairy_tot",0.00913841550896923,0.0090245941862014,0.0098092672168032
65,"DIAB","dairy_tot",0,0,0
65,"HHD","dairy_tot",0,0,0
65,"HSTK","dairy_tot",0,0,0
65,"IHD","dairy_tot",0,0,0
65,"ISTK","dairy_tot",0,0,0
65,"OSTK","dairy_tot",0,0,0
65,"Other_CVD","dairy_tot",0,0,0
75,"Cancer","dairy_tot",0.0129973087168146,0.0100569184485462,0.0102768412620751
